"Date","ATP","Tournament","Round","Surface","Court","Winner","Loser","margin","B365W","B365L","TTT_Pct_W","TTT_Pct_L","pred","ttt_correct","bookie_pred","bookie_correct","bet365_right_ttt_wrong","ATPk"
2024-02-27,16,"Abierto Mexicano","1st Round","Hard","Outdoor","De Minaur A.","Daniel T.",2,1.13,6,74.44,25.56,"De Minaur A.",TRUE,"De Minaur A.",TRUE,FALSE,16
2024-02-27,16,"Abierto Mexicano","1st Round","Hard","Outdoor","Arnaldi M.","Fritz T.",1,5,1.17,39.35,60.65,"Fritz T.",FALSE,"Fritz T.",FALSE,FALSE,16
2024-02-27,16,"Abierto Mexicano","1st Round","Hard","Outdoor","Cobolli F.","Auger-Aliassime F.",1,3,1.4,46.35,53.65,"Auger-Aliassime F.",FALSE,"Auger-Aliassime F.",FALSE,FALSE,16
2024-02-28,16,"Abierto Mexicano","1st Round","Hard","Outdoor","Tiafoe F.","Purcell M.",1,1.36,3.2,61.14,38.86,"Tiafoe F.",TRUE,"Tiafoe F.",TRUE,FALSE,16
2024-02-28,16,"Abierto Mexicano","1st Round","Hard","Outdoor","Tsitsipas S.","Safiullin R.",2,1.4,3,58.09,41.91,"Tsitsipas S.",TRUE,"Tsitsipas S.",TRUE,FALSE,16
2024-02-28,16,"Abierto Mexicano","1st Round","Hard","Outdoor","Ruud C.","Eubanks C.",1,1.17,5,58.65,41.35,"Ruud C.",TRUE,"Ruud C.",TRUE,FALSE,16
2024-02-28,16,"Abierto Mexicano","1st Round","Hard","Outdoor","Kovacevic A.","Thompson J.",1,2.5,1.53,20.15,79.85,"Thompson J.",FALSE,"Thompson J.",FALSE,FALSE,16
2024-02-28,16,"Abierto Mexicano","1st Round","Hard","Outdoor","Altmaier D.","Zverev A.",1,10,1.06,28.12,71.88,"Zverev A.",FALSE,"Zverev A.",FALSE,FALSE,16
2024-02-26,17,"Dubai Tennis Championships","1st Round","Hard","Outdoor","Van De Zandschulp B.","Mannarino A.",2,1.91,1.91,40.99,59.01,"Mannarino A.",FALSE,NA,FALSE,FALSE,17
2024-02-26,17,"Dubai Tennis Championships","1st Round","Hard","Outdoor","Korda S.","Kotov P.",2,1.36,3.2,53.93,46.07,"Korda S.",TRUE,"Korda S.",TRUE,FALSE,17
2024-02-26,17,"Dubai Tennis Championships","1st Round","Hard","Outdoor","Bublik A.","Machac T.",1,2.1,1.73,38.46,61.54,"Machac T.",FALSE,"Machac T.",FALSE,FALSE,17
2024-02-26,17,"Dubai Tennis Championships","1st Round","Hard","Outdoor","Rublev A.","Zhang Zh.",1,1.17,5,63.78,36.22,"Rublev A.",TRUE,"Rublev A.",TRUE,FALSE,17
2024-02-26,17,"Dubai Tennis Championships","1st Round","Hard","Outdoor","Hurkacz H.","Struff J.L.",1,1.17,5,56.55,43.45,"Hurkacz H.",TRUE,"Hurkacz H.",TRUE,FALSE,17
2024-02-27,17,"Dubai Tennis Championships","1st Round","Hard","Outdoor","Lehecka J.","Fucsovics M.",1,1.62,2.3,49.9,50.1,"Fucsovics M.",FALSE,"Lehecka J.",TRUE,TRUE,17
2024-02-27,17,"Dubai Tennis Championships","1st Round","Hard","Outdoor","Davidovich Fokina A.","Marozsan F.",1,1.53,2.5,57.76,42.24,"Davidovich Fokina A.",TRUE,"Davidovich Fokina A.",TRUE,FALSE,17
2024-02-27,17,"Dubai Tennis Championships","1st Round","Hard","Outdoor","Humbert U.","Monfils G.",1,1.53,2.5,45.8,54.2,"Monfils G.",FALSE,"Humbert U.",TRUE,TRUE,17
2024-02-27,17,"Dubai Tennis Championships","1st Round","Hard","Outdoor","Cazaux A.","Musetti L.",2,1.44,2.75,42,58,"Musetti L.",FALSE,"Cazaux A.",TRUE,TRUE,17
2024-02-27,17,"Dubai Tennis Championships","1st Round","Hard","Outdoor","O Connell C.","Marterer M.",2,1.67,2.2,75.47,24.53,"O Connell C.",TRUE,"O Connell C.",TRUE,FALSE,17
2024-02-27,17,"Dubai Tennis Championships","1st Round","Hard","Outdoor","Khachanov K.","Van Assche L.",2,1.2,4.5,68.09,31.91,"Khachanov K.",TRUE,"Khachanov K.",TRUE,FALSE,17
2024-02-27,17,"Dubai Tennis Championships","1st Round","Hard","Outdoor","Mensik J.","Coric B.",1,2.1,1.73,50.65,49.35,"Mensik J.",TRUE,"Coric B.",FALSE,FALSE,17
2024-02-27,17,"Dubai Tennis Championships","1st Round","Hard","Outdoor","Medvedev D.","Shevchenko A.",2,1.1,7,73.95,26.05,"Medvedev D.",TRUE,"Medvedev D.",TRUE,FALSE,17
2024-02-27,17,"Dubai Tennis Championships","1st Round","Hard","Outdoor","Sonego L.","Nagal S.",1,1.53,2.5,52.55,47.45,"Sonego L.",TRUE,"Sonego L.",TRUE,FALSE,17
2024-02-26,18,"Chile Open","1st Round","Clay","Indoor","Diaz Acosta F.","Cachin P.",1,1.44,2.75,65.48,34.52,"Diaz Acosta F.",TRUE,"Diaz Acosta F.",TRUE,FALSE,18
2024-03-06,19,"BNP Paribas Open","1st Round","Hard","Outdoor","O Connell C.","Draper J.",1,4.33,1.22,31.99,68.01,"Draper J.",FALSE,"Draper J.",FALSE,FALSE,19
2024-03-06,19,"BNP Paribas Open","1st Round","Hard","Outdoor","Kokkinakis T.","Giron M.",2,2.63,1.5,47.32,52.68,"Giron M.",FALSE,"Giron M.",FALSE,FALSE,19
2024-03-06,19,"BNP Paribas Open","1st Round","Hard","Outdoor","Hanfmann Y.","Cachin P.",1,1.4,3,50.65,49.35,"Hanfmann Y.",TRUE,"Hanfmann Y.",TRUE,FALSE,19
2024-03-06,19,"BNP Paribas Open","1st Round","Hard","Outdoor","Shevchenko A.","Koepfer D.",1,2.2,1.67,62.41,37.59,"Shevchenko A.",TRUE,"Koepfer D.",FALSE,FALSE,19
2024-03-06,19,"BNP Paribas Open","1st Round","Hard","Outdoor","Nakashima B.","Eubanks C.",2,1.5,2.63,37.98,62.02,"Eubanks C.",FALSE,"Nakashima B.",TRUE,TRUE,19
2024-03-06,19,"BNP Paribas Open","1st Round","Hard","Outdoor","Arnaldi M.","Van Assche L.",2,1.5,2.63,59.42,40.58,"Arnaldi M.",TRUE,"Arnaldi M.",TRUE,FALSE,19
2024-03-06,19,"BNP Paribas Open","1st Round","Hard","Outdoor","Marozsan F.","Rodionov J.",2,1.57,2.38,52.48,47.52,"Marozsan F.",TRUE,"Marozsan F.",TRUE,FALSE,19
2024-03-06,19,"BNP Paribas Open","1st Round","Hard","Outdoor","Daniel T.","Galan D.E.",2,1.44,2.75,50.2,49.8,"Daniel T.",TRUE,"Daniel T.",TRUE,FALSE,19
2024-03-07,19,"BNP Paribas Open","1st Round","Hard","Outdoor","Machac T.","Wawrinka S.",1,1.5,2.63,56.78,43.22,"Machac T.",TRUE,"Machac T.",TRUE,FALSE,19
2024-03-07,19,"BNP Paribas Open","1st Round","Hard","Outdoor","Sonego L.","Kecmanovic M.",2,2.1,1.73,55.23,44.77,"Sonego L.",TRUE,"Kecmanovic M.",FALSE,FALSE,19
2024-03-07,19,"BNP Paribas Open","1st Round","Hard","Outdoor","Lajovic D.","Ruusuvuori E.",2,2.75,1.44,53.57,46.43,"Lajovic D.",TRUE,"Ruusuvuori E.",FALSE,FALSE,19
2024-03-07,19,"BNP Paribas Open","1st Round","Hard","Outdoor","Safiullin R.","Evans D.",1,1.67,2.2,56.26,43.74,"Safiullin R.",TRUE,"Safiullin R.",TRUE,FALSE,19
2024-03-07,19,"BNP Paribas Open","1st Round","Hard","Outdoor","Monfils G.","Purcell M.",2,1.29,3.75,59.84,40.16,"Monfils G.",TRUE,"Monfils G.",TRUE,FALSE,19
2024-03-07,19,"BNP Paribas Open","1st Round","Hard","Outdoor","Coric B.","Ofner S.",1,1.3,3.5,47.96,52.04,"Ofner S.",FALSE,"Coric B.",TRUE,TRUE,19
2024-03-07,19,"BNP Paribas Open","1st Round","Hard","Outdoor","Michelsen A.","Munar J.",2,1.36,3.2,48.71,51.29,"Munar J.",FALSE,"Michelsen A.",TRUE,TRUE,19
2024-03-07,19,"BNP Paribas Open","1st Round","Hard","Outdoor","Seyboth Wild T.","Wolf J.J.",2,1.57,2.38,50.76,49.24,"Seyboth Wild T.",TRUE,"Seyboth Wild T.",TRUE,FALSE,19
2024-03-08,19,"BNP Paribas Open","1st Round","Hard","Outdoor","Fils A.","Borges N.",2,1.73,2.1,60.45,39.55,"Fils A.",TRUE,"Fils A.",TRUE,FALSE,19
2024-03-08,19,"BNP Paribas Open","1st Round","Hard","Outdoor","Zhang Zh.","Kovacevic A.",1,1.62,2.3,62.24,37.76,"Zhang Zh.",TRUE,"Zhang Zh.",TRUE,FALSE,19
2024-03-08,19,"BNP Paribas Open","1st Round","Hard","Outdoor","Tabilo A.","Kotov P.",1,1.62,2.3,48.37,51.63,"Kotov P.",FALSE,"Tabilo A.",TRUE,TRUE,19
2024-03-08,19,"BNP Paribas Open","1st Round","Hard","Outdoor","Carballes Baena R.","Cobolli F.",2,3.2,1.36,37.41,62.59,"Cobolli F.",FALSE,"Cobolli F.",FALSE,FALSE,19
2024-03-20,20,"Miami Open","1st Round","Hard","Outdoor","Van Assche L.","Kotov P.",2,1.73,2.1,37.22,62.78,"Kotov P.",FALSE,"Van Assche L.",TRUE,TRUE,20
2024-03-20,20,"Miami Open","1st Round","Hard","Outdoor","Van De Zandschulp B.","Hijikata R.",2,1.67,2.2,54.65,45.35,"Van De Zandschulp B.",TRUE,"Van De Zandschulp B.",TRUE,FALSE,20
2024-03-20,20,"Miami Open","1st Round","Hard","Outdoor","Draper J.","Daniel T.",2,1.17,5,76.71,23.29,"Draper J.",TRUE,"Draper J.",TRUE,FALSE,20
2024-03-20,20,"Miami Open","1st Round","Hard","Outdoor","Cobolli F.","Nishioka Y.",1,2.1,1.73,50.8,49.2,"Cobolli F.",TRUE,"Nishioka Y.",FALSE,FALSE,20
2024-03-20,20,"Miami Open","1st Round","Hard","Outdoor","Fucsovics M.","Purcell M.",2,1.44,2.75,59.07,40.93,"Fucsovics M.",TRUE,"Fucsovics M.",TRUE,FALSE,20
2024-03-20,20,"Miami Open","1st Round","Hard","Outdoor","Seyboth Wild T.","Borges N.",2,1.91,1.91,64.77,35.23,"Seyboth Wild T.",TRUE,NA,FALSE,FALSE,20
2024-03-20,20,"Miami Open","1st Round","Hard","Outdoor","Arnaldi M.","Fils A.",2,2.1,1.73,52.85,47.15,"Arnaldi M.",TRUE,"Fils A.",FALSE,FALSE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Koepfer D.","Giron M.",1,2.3,1.62,40.27,59.73,"Giron M.",FALSE,"Giron M.",FALSE,FALSE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Tabilo A.","Nakashima B.",1,2.38,1.57,66.36,33.64,"Tabilo A.",TRUE,"Nakashima B.",FALSE,FALSE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Evans D.","Sonego L.",1,2.2,1.67,48.6,51.4,"Sonego L.",FALSE,"Sonego L.",FALSE,FALSE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Marozsan F.","Kovacevic A.",2,1.67,2.2,61.63,38.37,"Marozsan F.",TRUE,"Marozsan F.",TRUE,FALSE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Hanfmann Y.","Ruusuvuori E.",1,4,1.25,39.11,60.89,"Ruusuvuori E.",FALSE,"Ruusuvuori E.",FALSE,FALSE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Carballes Baena R.","Vukic A.",2,3.5,1.3,48.81,51.19,"Vukic A.",FALSE,"Vukic A.",FALSE,FALSE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Popyrin A.","Diaz Acosta F.",2,1.5,2.63,48.77,51.23,"Diaz Acosta F.",FALSE,"Popyrin A.",TRUE,TRUE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Shevchenko A.","Galan D.E.",1,1.53,2.5,67.8,32.2,"Shevchenko A.",TRUE,"Shevchenko A.",TRUE,FALSE,20
2024-03-21,20,"Miami Open","1st Round","Hard","Outdoor","Monfils G.","Lajovic D.",2,1.33,3.4,52.91,47.09,"Monfils G.",TRUE,"Monfils G.",TRUE,FALSE,20
2024-04-01,21,"Estoril Open","1st Round","Clay","Outdoor","Bautista Agut R.","Kecmanovic M.",2,2.3,1.62,53.12,46.88,"Bautista Agut R.",TRUE,"Kecmanovic M.",FALSE,FALSE,21
2024-04-01,21,"Estoril Open","1st Round","Clay","Outdoor","Thiem D.","Marterer M.",1,1.62,2.3,70.62,29.38,"Thiem D.",TRUE,"Thiem D.",TRUE,FALSE,21
2024-04-03,21,"Estoril Open","1st Round","Clay","Outdoor","Fucsovics M.","Cachin P.",2,1.44,2.75,67.44,32.56,"Fucsovics M.",TRUE,"Fucsovics M.",TRUE,FALSE,21
2024-04-03,21,"Estoril Open","1st Round","Clay","Outdoor","Martinez P.","Altmaier D.",2,1.73,2.1,51.66,48.34,"Martinez P.",TRUE,"Martinez P.",TRUE,FALSE,21
2024-04-03,21,"Estoril Open","1st Round","Clay","Outdoor","Van De Zandschulp B.","Coria F.",1,2,1.8,67,33,"Van De Zandschulp B.",TRUE,"Coria F.",FALSE,FALSE,21
2024-04-02,22,"U.S. Men's Clay Court Championships","1st Round","Clay","Outdoor","Hijikata R.","Eubanks C.",2,2.2,1.67,41.51,58.49,"Eubanks C.",FALSE,"Eubanks C.",FALSE,FALSE,22
2024-04-02,22,"U.S. Men's Clay Court Championships","1st Round","Clay","Outdoor","Purcell M.","Michelsen A.",1,3,1.4,45.56,54.44,"Michelsen A.",FALSE,"Michelsen A.",FALSE,FALSE,22
2024-04-01,23,"Grand Prix Hassan II","1st Round","Clay","Outdoor","Munar J.","Van Assche L.",2,2,1.8,47.66,52.34,"Van Assche L.",FALSE,"Van Assche L.",FALSE,FALSE,23
2024-04-02,23,"Grand Prix Hassan II","1st Round","Clay","Outdoor","Vukic A.","Muller A.",2,2.38,1.57,58.17,41.83,"Vukic A.",TRUE,"Muller A.",FALSE,FALSE,23
2024-04-02,23,"Grand Prix Hassan II","1st Round","Clay","Outdoor","Nagal S.","Moutet C.",1,2.38,1.57,52.34,47.66,"Nagal S.",TRUE,"Moutet C.",FALSE,FALSE,23
2024-04-02,23,"Grand Prix Hassan II","1st Round","Clay","Outdoor","Fognini F.","Gaston H.",1,1.73,2.1,36.84,63.16,"Gaston H.",FALSE,"Fognini F.",TRUE,TRUE,23
2024-04-07,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Struff J.L.","Baez S.",1,2.75,1.44,59.36,40.64,"Struff J.L.",TRUE,"Baez S.",FALSE,FALSE,24
2024-04-07,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Griekspoor T.","Koepfer D.",1,1.67,2.2,69.47,30.53,"Griekspoor T.",TRUE,"Griekspoor T.",TRUE,FALSE,24
2024-04-07,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Coric B.","Bublik A.",2,1.53,2.5,39.16,60.84,"Bublik A.",FALSE,"Coric B.",TRUE,TRUE,24
2024-04-07,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Musetti L.","Fritz T.",2,1.91,1.91,43.2,56.8,"Fritz T.",FALSE,NA,FALSE,FALSE,24
2024-04-08,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Ofner S.","Evans D.",2,1.8,2,42.62,57.38,"Evans D.",FALSE,"Ofner S.",TRUE,TRUE,24
2024-04-08,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Auger-Aliassime F.","Nardi L.",2,1.67,2.2,53.51,46.49,"Auger-Aliassime F.",TRUE,"Auger-Aliassime F.",TRUE,FALSE,24
2024-04-08,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Nagal S.","Arnaldi M.",1,2.75,1.44,40.1,59.9,"Arnaldi M.",FALSE,"Arnaldi M.",FALSE,FALSE,24
2024-04-08,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Cerundolo F.","Altmaier D.",2,1.57,2.38,63.76,36.24,"Cerundolo F.",TRUE,"Cerundolo F.",TRUE,FALSE,24
2024-04-08,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Tabilo A.","O Connell C.",2,1.57,2.38,60.19,39.81,"Tabilo A.",TRUE,"Tabilo A.",TRUE,FALSE,24
2024-04-08,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Fils A.","Hanfmann Y.",2,1.4,3,59.76,40.24,"Fils A.",TRUE,"Fils A.",TRUE,FALSE,24
2024-04-08,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Khachanov K.","Norrie C.",2,1.67,2.2,62,38,"Khachanov K.",TRUE,"Khachanov K.",TRUE,FALSE,24
2024-04-08,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Safiullin R.","Munar J.",2,2.3,1.62,63.19,36.81,"Safiullin R.",TRUE,"Munar J.",FALSE,FALSE,24
2024-04-08,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Humbert U.","Coria F.",1,1.36,3.2,70.66,29.34,"Humbert U.",TRUE,"Humbert U.",TRUE,FALSE,24
2024-04-09,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Zhang Zh.","Giron M.",1,1.73,2.1,56.4,43.6,"Zhang Zh.",TRUE,"Zhang Zh.",TRUE,FALSE,24
2024-04-09,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","De Minaur A.","Wawrinka S.",2,1.4,3,55.68,44.32,"De Minaur A.",TRUE,"De Minaur A.",TRUE,FALSE,24
2024-04-09,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Bautista Agut R.","Diaz Acosta F.",2,1.8,2,49.04,50.96,"Diaz Acosta F.",FALSE,"Bautista Agut R.",TRUE,TRUE,24
2024-04-09,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Korda S.","Davidovich Fokina A.",2,2,1.8,55.34,44.66,"Korda S.",TRUE,"Davidovich Fokina A.",FALSE,FALSE,24
2024-04-09,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Hurkacz H.","Draper J.",1,1.67,2.2,50.53,49.47,"Hurkacz H.",TRUE,"Hurkacz H.",TRUE,FALSE,24
2024-04-09,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Kecmanovic M.","Berrettini M.",2,3,1.4,30.21,69.79,"Berrettini M.",FALSE,"Berrettini M.",FALSE,FALSE,24
2024-04-09,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Etcheverry T.","Jarry N.",2,2.38,1.57,47.2,52.8,"Jarry N.",FALSE,"Jarry N.",FALSE,FALSE,24
2024-04-09,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Monfils G.","Vukic A.",1,1.1,7,67.83,32.17,"Monfils G.",TRUE,"Monfils G.",TRUE,FALSE,24
2024-04-15,25,"Barcelona Open","1st Round","Clay","Outdoor","Nakashima B.","Evans D.",2,1.5,2.63,42.18,57.82,"Evans D.",FALSE,"Nakashima B.",TRUE,TRUE,25
2024-04-15,25,"Barcelona Open","1st Round","Clay","Outdoor","Bautista Agut R.","Safiullin R.",2,1.67,2.2,42.14,57.86,"Safiullin R.",FALSE,"Bautista Agut R.",TRUE,TRUE,25
2024-04-15,25,"Barcelona Open","1st Round","Clay","Outdoor","Ofner S.","Kotov P.",1,2,1.8,43.33,56.67,"Kotov P.",FALSE,"Kotov P.",FALSE,FALSE,25
2024-04-16,25,"Barcelona Open","1st Round","Clay","Outdoor","Van Assche L.","Zhang Zh.",2,1.91,1.91,40.36,59.64,"Zhang Zh.",FALSE,NA,FALSE,FALSE,25
2024-04-16,25,"Barcelona Open","1st Round","Clay","Outdoor","Munar J.","Nishioka Y.",2,1.25,4,47.05,52.95,"Nishioka Y.",FALSE,"Munar J.",TRUE,TRUE,25
2024-04-16,25,"Barcelona Open","1st Round","Clay","Outdoor","Altmaier D.","Popyrin A.",2,2.5,1.53,38.42,61.58,"Popyrin A.",FALSE,"Popyrin A.",FALSE,FALSE,25
2024-04-15,26,"Tiriac Open","1st Round","Clay","Outdoor","Seyboth Wild T.","Nardi L.",1,1.67,2.2,70.29,29.71,"Seyboth Wild T.",TRUE,"Seyboth Wild T.",TRUE,FALSE,26
2024-04-15,26,"Tiriac Open","1st Round","Clay","Outdoor","Navone M.","Darderi L.",2,2,1.8,50,50,"Navone M.",TRUE,"Darderi L.",FALSE,FALSE,26
2024-04-15,26,"Tiriac Open","1st Round","Clay","Outdoor","Rinderknech A.","Gaston H.",1,1.67,2.2,40.97,59.03,"Gaston H.",FALSE,"Rinderknech A.",TRUE,TRUE,26
2024-04-16,26,"Tiriac Open","1st Round","Clay","Outdoor","Borges N.","Wawrinka S.",1,1.62,2.3,35.13,64.87,"Wawrinka S.",FALSE,"Borges N.",TRUE,TRUE,26
2024-04-16,26,"Tiriac Open","1st Round","Clay","Outdoor","Kecmanovic M.","Goffin D.",1,1.53,2.5,66.26,33.74,"Kecmanovic M.",TRUE,"Kecmanovic M.",TRUE,FALSE,26
2024-04-16,27,"BMW Open","1st Round","Clay","Outdoor","Daniel T.","O Connell C.",2,2.5,1.53,37,63,"O Connell C.",FALSE,"O Connell C.",FALSE,FALSE,27
2024-04-16,27,"BMW Open","1st Round","Clay","Outdoor","Hanfmann Y.","Shevchenko A.",1,1.67,2.2,39.59,60.41,"Shevchenko A.",FALSE,"Hanfmann Y.",TRUE,TRUE,27
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Munar J.","Borges N.",2,1.67,2.2,55.44,44.56,"Munar J.",TRUE,"Munar J.",TRUE,FALSE,28
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Navone M.","Popyrin A.",2,2.1,1.73,52.46,47.54,"Navone M.",TRUE,"Popyrin A.",FALSE,FALSE,28
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Daniel T.","Vukic A.",1,1.91,1.91,44.76,55.24,"Vukic A.",FALSE,NA,FALSE,FALSE,28
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Seyboth Wild T.","Safiullin R.",2,1.73,2.1,49.46,50.54,"Safiullin R.",FALSE,"Seyboth Wild T.",TRUE,TRUE,28
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Shevchenko A.","Rinderknech A.",1,2,1.8,60.91,39.09,"Shevchenko A.",TRUE,"Rinderknech A.",FALSE,FALSE,28
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Darderi L.","Monfils G.",2,2.3,1.62,36.7,63.3,"Monfils G.",FALSE,"Monfils G.",FALSE,FALSE,28
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Marozsan F.","Karatsev A.",2,1.14,5.5,52.5,47.5,"Marozsan F.",TRUE,"Marozsan F.",TRUE,FALSE,28
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Draper J.","Kokkinakis T.",1,1.53,2.5,65.59,34.41,"Draper J.",TRUE,"Draper J.",TRUE,FALSE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Cachin P.","Ofner S.",2,2.75,1.44,40.92,59.08,"Ofner S.",FALSE,"Ofner S.",FALSE,FALSE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Cobolli F.","Tabilo A.",1,2.38,1.57,38.89,61.11,"Tabilo A.",FALSE,"Tabilo A.",FALSE,FALSE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Auger-Aliassime F.","Nishioka Y.",1,1.22,4.33,59.01,40.99,"Auger-Aliassime F.",TRUE,"Auger-Aliassime F.",TRUE,FALSE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Machac T.","Ruusuvuori E.",1,1.5,2.63,61.83,38.17,"Machac T.",TRUE,"Machac T.",TRUE,FALSE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Purcell M.","Giron M.",1,3.75,1.29,49.42,50.58,"Giron M.",FALSE,"Giron M.",FALSE,FALSE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Arnaldi M.","O Connell C.",2,1.33,3.4,57.64,42.36,"Arnaldi M.",TRUE,"Arnaldi M.",TRUE,FALSE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Bautista Agut R.","Galan D.E.",1,1.4,3,68.82,31.18,"Bautista Agut R.",TRUE,"Bautista Agut R.",TRUE,FALSE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Mensik J.","Hanfmann Y.",2,1.73,2.1,61.54,38.46,"Mensik J.",TRUE,"Mensik J.",TRUE,FALSE,28
