ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,mu_generic_w,sigma_generic_w,mu_generic_l,sigma_generic_l,mu_winner,mu_loser,sigma_winner,sigma_loser,z_val,TTT_Prob_W,pred,ttt_correct,bookie_pred,bookie_correct,Book_Prob_W,ELO_Prob_W,elo_pred,elo_correct,tournament_set,ATPk,y
20,Miami,Miami Open,2024-03-21,Masters 1000,Outdoor,Hard,1st Round,3,Altmaier D.,Mayot H.,54,141,951,472,6,2,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.81,2.1,1.82,2.12,1.76,2.04,1.5653375706789918,0.3030569945744371,2.419366553498772,0.7882036449056476,1.5653375706789918,2.419366553498772,0.3030569945744371,0.7882036449056476,-1.0113344339904418,0.15592819531089422,Mayot H.,FALSE,Altmaier D.,TRUE,0.5483028720626633,0.49877095597236826,Mayot H.,FALSE,All_2024_R1,20,1
20,Miami,Miami Open,2024-03-21,Masters 1000,Outdoor,Hard,1st Round,3,Ofner S.,Nishikori K.,40,351,1076,143,6,3,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.87,2.03,1.87,2.1,1.8,2,1.90217155238287,0.34262528178042656,2.7684971031540875,1.1301081629222962,1.90217155238287,2.7684971031540875,0.34262528178042656,1.1301081629222962,-0.7336115726442627,0.2315927528742831,Nishikori K.,FALSE,Ofner S.,TRUE,0.5263157894736842,0.4987532598970515,Nishikori K.,FALSE,All_2024_R1,20,1
21,Estoril,Estoril Open,2024-04-01,ATP250,Outdoor,Clay,1st Round,3,Borges N.,Pouille L.,62,241,871,252,0,6,7,6,6,3,NA,NA,NA,NA,2,1,Completed,1.5,2.63,1.45,2.93,1.53,2.93,1.46,2.69,1.1373470103647494,0.3763408945690181,1.7433005401815416,0.9696008439164956,1.1373470103647494,1.7433005401815416,0.3763408945690181,0.9696008439164956,-0.5826050014560844,0.28007961886526556,Pouille L.,FALSE,Borges N.,TRUE,0.6368038740920097,0.4991279636561832,Pouille L.,FALSE,All_2024_R1,21,1
21,Estoril,Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Martinez P.,Altmaier D.,77,54,741,955,6,4,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.72,2.23,1.75,2.23,1.7,2.14,1.0599866120262325,0.5070419813322018,1.614026220181238,0.2993028270568676,1.0599866120262325,1.614026220181238,0.5070419813322018,0.2993028270568676,-0.9409798689226194,0.1733575878294326,Altmaier D.,FALSE,Martinez P.,TRUE,0.5483028720626633,0.49920267358668,Altmaier D.,FALSE,All_2024_R1,21,1
23,Marrakech,Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Berrettini M.,Shevchenko A.,135,56,470,934,6,2,6,1,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.61,2.46,1.62,2.6,1.56,2.41,2.0693240251177025,0.4296860499934098,2.101569804494673,0.3051576735892985,2.0693240251177025,2.101569804494673,0.4296860499934098,0.3051576735892985,-0.061184979995706254,0.4756059457737017,Shevchenko A.,FALSE,Berrettini M.,TRUE,0.586734693877551,0.4999535945933174,Shevchenko A.,FALSE,All_2024_R1,23,1
24,Monte Carlo,Monte Carlo Masters,2024-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Coric B.,Bublik A.,33,18,1204,1992,6,1,6,1,NA,NA,NA,NA,NA,NA,2,0,Completed,1.53,2.5,1.59,2.5,1.59,3.1,1.54,2.46,1.977929301497909,0.3168323919154003,2.1985986657066925,0.28251756087084706,1.977929301497909,2.1985986657066925,0.3168323919154003,0.28251756087084706,-0.5198354965642431,0.3015891182144409,Bublik A.,FALSE,Coric B.,TRUE,0.6203473945409429,0.49968243129988515,Bublik A.,FALSE,All_2024_R1,24,1
24,Monte Carlo,Monte Carlo Masters,2024-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Tabilo A.,O Connell C.,45,62,1051,886,6,3,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.58,2.52,1.6,2.75,1.55,2.44,1.80353455724868,0.5267603126677851,2.042375496830662,0.2948037842849859,1.80353455724868,2.042375496830662,0.5267603126677851,0.2948037842849859,-0.39566543241602803,0.34617592984391987,O Connell C.,FALSE,Tabilo A.,TRUE,0.6025316455696202,0.49965628031222037,O Connell C.,FALSE,All_2024_R1,24,1
25,Barcelona,Barcelona Open,2024-04-15,ATP500,Outdoor,Clay,1st Round,3,Nakashima B.,Evans D.,87,49,695,996,7,6,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.51,2.75,1.53,2.8,1.48,2.65,1.5884757449879705,0.33142578420510166,1.745302984390806,0.2938910062219254,1.5884757449879705,1.745302984390806,0.33142578420510166,0.2938910062219254,-0.3540425207086511,0.36165350870186463,Evans D.,FALSE,Nakashima B.,TRUE,0.6368038740920097,0.4997743074755629,Evans D.,FALSE,All_2024_R1,25,1
25,Barcelona,Barcelona Open,2024-04-15,ATP500,Outdoor,Clay,1st Round,3,Bautista Agut R.,Safiullin R.,84,38,703,1139,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.76,2.17,1.76,2.3,1.67,2.21,2.024444252697962,0.2947072339879565,2.2048184632086185,0.2844439256619066,2.024444252697962,2.2048184632086185,0.2947072339879565,0.2844439256619066,-0.4403817648963678,0.3298303148888575,Safiullin R.,FALSE,Bautista Agut R.,TRUE,0.5684754521963824,0.49974042066814467,Safiullin R.,FALSE,All_2024_R1,25,1
25,Barcelona,Barcelona Open,2024-04-15,ATP500,Outdoor,Clay,1st Round,3,Hardt N.,Landaluce M.,229,328,260,160,2,6,6,4,6,3,NA,NA,NA,NA,2,1,Completed,1.8,2,1.87,2.02,1.9,2.07,1.84,1.97,0,4,0.7420104921094883,1.0572270899171492,0,0.7420104921094883,4,1.0572270899171492,-0.1793440494236622,0.4288337805343629,Landaluce M.,FALSE,Hardt N.,TRUE,0.5263157894736842,0.4989321626872756,Landaluce M.,FALSE,All_2024_R1,25,1
25,Barcelona,Barcelona Open,2024-04-16,ATP500,Outdoor,Clay,1st Round,3,Carballes Baena R.,Grenier H.,72,159,771,407,6,2,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.17,5.5,1.18,5.43,1.2,5.6,1.17,5.11,1.475597728077924,0.2890099765648964,1.600937132339217,0.6228201972633367,1.475597728077924,1.600937132339217,0.2890099765648964,0.6228201972633367,-0.1825484733827861,0.42757615855411196,Grenier H.,FALSE,Carballes Baena R.,TRUE,0.8245877061469264,0.4998196221054396,Grenier H.,FALSE,All_2024_R1,25,1
25,Barcelona,Barcelona Open,2024-04-16,ATP500,Outdoor,Clay,1st Round,3,Munar J.,Nishioka Y.,73,71,770,788,6,3,6,1,NA,NA,NA,NA,NA,NA,2,0,Completed,1.25,4,1.3,3.85,1.3,4.05,1.27,3.74,1.6270289793235275,0.30838569483660244,2.060385285777442,0.2931298677806278,1.6270289793235275,2.060385285777442,0.30838569483660244,0.2931298677806278,-1.0185295101039191,0.15421319202481817,Nishioka Y.,FALSE,Munar J.,TRUE,0.7619047619047619,0.49937635046641826,Nishioka Y.,FALSE,All_2024_R1,25,1
26,Bucharest,Tiriac Open,2024-04-15,ATP250,Outdoor,Clay,1st Round,3,Rinderknech A.,Gaston H.,79,96,729,642,6,7,6,4,7,5,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.65,2.37,1.68,2.5,1.62,2.27,1.017441327043123,0.3431031691152511,1.2223758218630305,0.45552247024335574,1.017441327043123,1.2223758218630305,0.3431031691152511,0.45552247024335574,-0.35935699687906275,0.35966402028079614,Gaston H.,FALSE,Rinderknech A.,TRUE,0.5684754521963824,0.49970507558869565,Gaston H.,FALSE,All_2024_R1,26,1
26,Bucharest,Tiriac Open,2024-04-15,ATP250,Outdoor,Clay,1st Round,3,Coria F.,Bonzi B.,83,182,711,336,6,4,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.43,2.98,1.52,3,1.43,2.76,1.3185299584005905,0.391550422677737,1.62707646462145,0.3464788449126466,1.3185299584005905,1.62707646462145,0.391550422677737,0.3464788449126466,-0.5901381455578624,0.2775490184263108,Bonzi B.,FALSE,Coria F.,TRUE,0.6368038740920097,0.49955596600065666,Bonzi B.,FALSE,All_2024_R1,26,1
26,Bucharest,Tiriac Open,2024-04-16,ATP250,Outdoor,Clay,1st Round,3,Albot R.,Kovacevic A.,139,97,459,638,7,6,4,6,6,1,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.6,2.49,1.65,2.49,1.58,2.34,1.031447666542731,0.4584218913438044,1.2728963049787392,0.44610565158369286,1.031447666542731,1.2728963049787392,0.4584218913438044,0.44610565158369286,-0.37746588549114896,0.3529137060004991,Kovacevic A.,FALSE,Albot R.,TRUE,0.586734693877551,0.49965252753369566,Kovacevic A.,FALSE,All_2024_R1,26,1
26,Bucharest,Tiriac Open,2024-04-16,ATP250,Outdoor,Clay,1st Round,3,Moutet C.,Shapovalov D.,92,121,652,510,6,4,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.85,2.05,1.9,2.05,1.81,1.97,0.8080269553286037,0.41667714031068376,2.0056625683587908,0.3406853636572861,0.8080269553286037,2.0056625683587908,0.41667714031068376,0.3406853636572861,-2.2251571144797055,0.013035346340203795,Shapovalov D.,FALSE,Moutet C.,TRUE,0.5263157894736842,0.4982764706331205,Shapovalov D.,FALSE,All_2024_R1,26,1
26,Bucharest,Tiriac Open,2024-04-16,ATP250,Outdoor,Clay,1st Round,3,Borges N.,Wawrinka S.,55,86,911,697,3,6,7,5,6,2,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.58,2.53,1.62,2.53,1.57,2.37,1.198525997545418,0.36946461401376146,2.1026330812963483,0.2856813246954931,1.198525997545418,2.1026330812963483,0.36946461401376146,0.2856813246954931,-1.9358611218766055,0.026442356252909166,Wawrinka S.,FALSE,Borges N.,TRUE,0.586734693877551,0.49869888825342007,Wawrinka S.,FALSE,All_2024_R1,26,1
27,Munich,BMW Open,2024-04-16,ATP250,Outdoor,Clay,1st Round,3,Van De Zandschulp B.,Gakhov I.,89,280,670,202,6,4,2,6,6,3,NA,NA,NA,NA,2,1,Completed,1.25,4,1.31,3.79,1.31,4,1.28,3.62,2.124492124181071,0.270157841916824,2.9828975335013737,1.556020788738356,2.124492124181071,2.9828975335013737,0.270157841916824,1.556020788738356,-0.5435356459356879,0.29338052748096166,Gakhov I.,FALSE,Van De Zandschulp B.,TRUE,0.7619047619047619,0.4987646578266055,Gakhov I.,FALSE,All_2024_R1,27,1
28,Madrid,Mutua Madrid Open,2024-04-24,Masters 1000,Outdoor,Clay,1st Round,3,Seyboth Wild T.,Safiullin R.,63,42,849,1139,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.85,2.05,1.85,2.1,1.8,2,1.569543749917726,0.48173434630597745,2.1485524414335533,0.28105853375276807,1.569543749917726,2.1485524414335533,0.48173434630597745,0.28105853375276807,-1.0381537735124382,0.14959923496794425,Safiullin R.,FALSE,Seyboth Wild T.,TRUE,0.5483028720626633,0.4991667402827778,Safiullin R.,FALSE,All_2024_R1,28,1
28,Madrid,Mutua Madrid Open,2024-04-25,Masters 1000,Outdoor,Clay,1st Round,3,Machac T.,Ruusuvuori E.,50,71,1013,795,6,4,1,6,6,2,NA,NA,NA,NA,2,1,Completed,1.5,2.63,1.53,2.65,1.54,2.75,1.49,2.6,2.281963909402462,0.4763862778141113,2.291740693876569,0.28289027996999827,2.281963909402462,2.291740693876569,0.4763862778141113,0.28289027996999827,-0.017646050228930996,0.4929606098079979,Ruusuvuori E.,FALSE,Machac T.,TRUE,0.6368038740920097,0.4999859300761365,Ruusuvuori E.,FALSE,All_2024_R1,28,1
28,Madrid,Mutua Madrid Open,2024-04-25,Masters 1000,Outdoor,Clay,1st Round,3,Kecmanovic M.,Zhang Zh.,66,49,830,1038,6,3,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.74,2.2,1.78,2.22,1.68,2.17,1.6668527385394811,0.26267276583937993,2.2048045924518136,0.29169139380271963,1.6668527385394811,2.2048045924518136,0.26267276583937993,0.29169139380271963,-1.3704685515483188,0.08527034290869263,Zhang Zh.,FALSE,Kecmanovic M.,TRUE,0.5684754521963824,0.4992258256689358,Zhang Zh.,FALSE,All_2024_R1,28,1
28,Madrid,Mutua Madrid Open,2024-04-25,Masters 1000,Outdoor,Clay,1st Round,3,Fonseca J.,Michelsen A.,242,70,241,799,4,6,6,0,6,2,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.57,2.56,1.62,2.6,1.54,2.44,1.605162888617765,0.8205356564673478,2.0496560467478857,0.4374393186261301,1.605162888617765,2.0496560467478857,0.8205356564673478,0.4374393186261301,-0.4780237207583055,0.3163166609828376,Michelsen A.,FALSE,Fonseca J.,TRUE,0.6025316455696202,0.49936032327409113,Michelsen A.,FALSE,All_2024_R1,28,1
29,Rome,Internazionali BNL d'Italia,2024-05-08,Masters 1000,Outdoor,Clay,1st Round,3,Monteiro T.,Monfils G.,106,38,590,1145,6,2,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.73,2.21,1.75,2.36,1.69,2.17,1.5145556361143335,0.3950847964077435,2.5265986379314858,0.3236785557028841,1.5145556361143335,2.5265986379314858,0.3950847964077435,0.3236785557028841,-1.98150596702129,0.023767280434881168,Monfils G.,FALSE,Monteiro T.,TRUE,0.5684754521963824,0.49854355716337145,Monfils G.,FALSE,All_2024_R1,29,1
29,Rome,Internazionali BNL d'Italia,2024-05-08,Masters 1000,Outdoor,Clay,1st Round,3,Atmane T.,Eubanks C.,137,43,463,1053,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.55,2.6,1.56,2.63,1.51,2.54,0.45634766476985655,0.8793847334730177,1.8947691688918664,0.2892853973576742,0.45634766476985655,1.8947691688918664,0.8793847334730177,0.2892853973576742,-1.553799067397594,0.0601161765425859,Eubanks C.,FALSE,Atmane T.,TRUE,0.6368038740920097,0.4979299568816638,Eubanks C.,FALSE,All_2024_R1,29,1
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Koepfer D.,Vavassori A.,52,168,932,355,6,4,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.75,2.2,1.75,2.33,1.66,2.21,1.3563677794590592,0.4293657740915013,2.205132061961413,0.5843802324583461,1.3563677794590592,2.205132061961413,0.4293657740915013,0.5843802324583461,-1.1704530536856819,0.12090934804358294,Vavassori A.,FALSE,Koepfer D.,TRUE,0.5684754521963824,0.4987785324396648,Vavassori A.,FALSE,All_2024_R1,29,1
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Munar J.,Hijikata R.,68,79,805,724,6,4,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.08,8,1.11,7.89,1.12,8,1.1,7.01,1.701068760693333,0.2995766709560821,1.9599235014995584,0.3590360651150337,1.701068760693333,1.9599235014995584,0.2995766709560821,0.3590360651150337,-0.553577367134794,0.2899340594658707,Hijikata R.,FALSE,Munar J.,TRUE,0.8810572687224669,0.4996274781517832,Hijikata R.,FALSE,All_2024_R1,29,1
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Seyboth Wild T.,Barrere G.,61,115,839,560,6,4,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.4,3,1.47,2.89,1.47,3,1.43,2.83,1.715478333406184,0.4621172186629936,1.8398640229061352,0.2953207080793892,1.715478333406184,1.8398640229061352,0.4621172186629936,0.2953207080793892,-0.22680654486040647,0.41028708712880785,Barrere G.,FALSE,Seyboth Wild T.,TRUE,0.6818181818181818,0.4998209946111326,Barrere G.,FALSE,All_2024_R1,29,1
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Medjedovic H.,Popyrin A.,121,42,522,1057,6,3,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.83,2.02,1.95,2.06,1.81,1.99,1.923524234602266,0.4877639790917924,2.2102695933224825,0.28079364613432123,1.923524234602266,2.2102695933224825,0.4877639790917924,0.28079364613432123,-0.5094857862560653,0.3052058794087923,Popyrin A.,FALSE,Medjedovic H.,TRUE,0.5263157894736842,0.4995873403508982,Popyrin A.,FALSE,All_2024_R1,29,1
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Napolitano S.,Wolf J.J.,125,101,506,605,6,2,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.48,2.83,1.52,2.83,1.45,2.73,-3.809388503525991,2.6148371597104725,1.873840183184604,0.27113387263110833,-3.809388503525991,1.873840183184604,2.6148371597104725,0.27113387263110833,-2.161863342950904,0.015314355626836135,Wolf J.J.,FALSE,Napolitano S.,TRUE,0.6563245823389022,0.49182190586453056,Wolf J.J.,FALSE,All_2024_R1,29,1
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Moutet C.,Safiullin R.,83,39,715,1138,3,6,7,6,6,2,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.81,2.1,1.81,2.1,1.76,2.06,0.911354863863244,0.3931380141238731,2.098300291433882,0.27808147657672977,0.911354863863244,2.098300291433882,0.3931380141238731,0.27808147657672977,-2.464862699065744,0.006853288134814049,Safiullin R.,FALSE,Moutet C.,TRUE,0.5483028720626633,0.4982918548654968,Safiullin R.,FALSE,All_2024_R1,29,1
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Carballes Baena R.,O Connell C.,62,66,826,807,6,7,5,0,NA,NA,NA,NA,NA,NA,0,1,Retired,1.44,2.75,1.43,3.01,1.46,3.01,1.42,2.85,1.5803022530182511,0.2819722433076285,1.9082950610833609,0.28578302690313573,1.5803022530182511,1.9082950610833609,0.2819722433076285,0.28578302690313573,-0.816974238158667,0.20697157521535636,O Connell C.,FALSE,Carballes Baena R.,TRUE,0.6563245823389022,0.49952798054618525,O Connell C.,FALSE,All_2024_R1,29,1
31,Lyon,Lyon Open,2024-05-19,ATP250,Outdoor,Clay,1st Round,3,Vukic A.,Mcdonald M.,93,74,647,735,6,2,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.65,2.31,1.68,2.31,1.64,2.25,1.1624057985147818,0.3184912408815987,2.0085213815636247,0.2622989848927975,1.1624057985147818,2.0085213815636247,0.3184912408815987,0.2622989848927975,-2.050700177450773,0.0201480768437967,Mcdonald M.,FALSE,Vukic A.,TRUE,0.5684754521963824,0.49878234420191075,Mcdonald M.,FALSE,All_2024_R1,31,1
31,Lyon,Lyon Open,2024-05-20,ATP250,Outdoor,Clay,1st Round,3,Rinderknech A.,Evans D.,73,60,739,831,6,3,4,6,7,6,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.68,2.3,1.73,2.3,1.66,2.19,0.987734990916566,0.32713322911022485,1.6225019897068682,0.28887829288404115,0.987734990916566,1.6225019897068682,0.32713322911022485,0.28887829288404115,-1.4544696958952235,0.07290806462595834,Evans D.,FALSE,Rinderknech A.,TRUE,0.5684754521963824,0.4990864978733216,Evans D.,FALSE,All_2024_R1,31,1
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Martinez P.,Tirante T.A.,48,109,995,580,5,7,6,4,3,6,6,4,6,3,3,2,Completed,1.29,3.75,1.31,3.91,1.35,3.91,1.3,3.58,1.0851614661303617,0.4577905681145202,2.359627312757847,0.9214176774260158,1.0851614661303617,2.359627312757847,0.4577905681145202,0.9214176774260158,-1.238699029233925,0.10772848917391901,Tirante T.A.,FALSE,Martinez P.,TRUE,0.744047619047619,0.4981659044388838,Tirante T.A.,FALSE,All_2024_R1,32,1
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Altmaier D.,Djere L.,83,52,702,960,7,5,6,4,6,7,5,7,7,6,3,2,Completed,1.53,2.5,1.61,2.49,1.61,2.55,1.56,2.44,1.4399701089084638,0.2830045288221321,2.1702567398189787,0.26625025776696,1.4399701089084638,2.1702567398189787,0.2830045288221321,0.26625025776696,-1.8794576415452589,0.03009101604693991,Djere L.,FALSE,Altmaier D.,TRUE,0.6203473945409429,0.49894903460404827,Djere L.,FALSE,All_2024_R1,32,1
32,Paris,French Open,2024-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Squire H.,Purcell M.,221,94,280,647,6,2,6,2,3,6,4,6,7,6,3,2,Completed,1.44,2.75,1.51,2.75,1.56,2.78,1.48,2.68,0,4,1.602729051528663,0.3237256422987246,0,1.602729051528663,4,0.3237256422987246,-0.39937646102134444,0.3448079178010773,Purcell M.,FALSE,Squire H.,TRUE,0.6563245823389022,0.4976935038468738,Purcell M.,FALSE,All_2024_R1,32,1
32,Paris,French Open,2024-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Zverev A.,Nadal R.,4,275,6305,205,6,3,7,6,6,3,NA,NA,NA,NA,3,0,Completed,1.3,3.5,1.31,3.81,1.34,3.81,1.31,3.49,3.225800755458322,0.2389089506937036,3.23882093907722,0.9124183931215668,3.225800755458322,3.23882093907722,0.2389089506937036,0.9124183931215668,-0.013804587361300295,0.49449294134890764,Nadal R.,FALSE,Zverev A.,TRUE,0.7291666666666667,0.4999812624495657,Nadal R.,FALSE,All_2024_R1,32,1
32,Paris,French Open,2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Munar J.,Bautista Agut R.,64,81,810,715,6,1,4,6,6,4,6,1,NA,NA,3,1,Completed,1.67,2.2,1.69,2.3,1.8,2.3,1.69,2.2,1.7098719388345651,0.2932961994149356,2.0608798399189343,0.2893498981131879,1.7098719388345651,2.0608798399189343,0.2932961994149356,0.2893498981131879,-0.851955845360728,0.19711929970695885,Bautista Agut R.,FALSE,Munar J.,TRUE,0.5684754521963824,0.4994948591965106,Bautista Agut R.,FALSE,All_2024_R1,32,1
32,Paris,French Open,2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Zeppieri G.,Mannarino A.,148,22,420,1865,4,6,6,2,6,1,6,2,NA,NA,3,1,Completed,1.22,4.33,1.23,4.71,1.27,4.71,1.23,4.28,0.7717948484376144,0.7112070967288799,2.577042354164317,0.2533056532602317,0.7717948484376144,2.577042354164317,0.7112070967288799,0.2533056532602317,-2.3911521768378567,0.008397794871468994,Mannarino A.,FALSE,Zeppieri G.,TRUE,0.7801801801801801,0.4974020633818889,Mannarino A.,FALSE,All_2024_R1,32,1
33,Stuttgart,Stuttgart Open,2024-06-10,ATP250,Outdoor,Grass,1st Round,3,Koepfer D.,Zhang Zh.,65,44,801,1066,4,6,7,6,7,6,NA,NA,NA,NA,2,1,Completed,1.8,2,1.79,2.08,1.81,2.12,1.76,2.02,1.5165693822070474,0.41280331200508186,2.16436656452721,0.28485618383898936,1.5165693822070474,2.16436656452721,0.41280331200508186,0.28485618383898936,-1.2915975780209723,0.0982482716219524,Zhang Zh.,FALSE,Koepfer D.,TRUE,0.5263157894736842,0.4990677459957364,Zhang Zh.,FALSE,All_2024_R1,33,1
33,Stuttgart,Stuttgart Open,2024-06-10,ATP250,Outdoor,Grass,1st Round,3,Hanfmann Y.,Squire H.,91,178,646,344,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.71,2.21,1.81,2.3,1.66,2.18,2.200388565259427,0.26144459752001953,3.9559187309506583,2.439702931185097,2.200388565259427,3.9559187309506583,0.26144459752001953,2.439702931185097,-0.7154707502634234,0.2371591042193916,Squire H.,FALSE,Hanfmann Y.,TRUE,0.5684754521963824,0.4974736105067498,Squire H.,FALSE,All_2024_R1,33,1
33,Stuttgart,Stuttgart Open,2024-06-10,ATP250,Outdoor,Grass,1st Round,3,Medjedovic H.,Marozsan F.,131,42,497,1122,6,7,6,1,6,4,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.65,2.31,1.68,2.38,1.61,2.28,1.956649355145325,0.457208465654383,2.3328333511862067,0.3581412657339259,1.956649355145325,2.3328333511862067,0.457208465654383,0.3581412657339259,-0.6477226569412156,0.2585821736839221,Marozsan F.,FALSE,Medjedovic H.,TRUE,0.6025316455696202,0.499458627923115,Marozsan F.,FALSE,All_2024_R1,33,1
33,Stuttgart,Stuttgart Open,2024-06-11,ATP250,Outdoor,Grass,1st Round,3,Duckworth J.,Herbert P.H.,101,139,611,448,6,4,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.82,2.05,1.83,2.1,1.79,2,1.0977481327941332,0.6016144608712628,2.552439612565561,0.9546715667718731,1.0977481327941332,2.552439612565561,0.6016144608712628,0.9546715667718731,-1.2891370378098077,0.09867522462444246,Herbert P.H.,FALSE,Duckworth J.,TRUE,0.5263157894736842,0.49790654291042896,Herbert P.H.,FALSE,All_2024_R1,33,1
