ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,mu_generic_w,sigma_generic_w,mu_generic_l,sigma_generic_l,mu_winner,mu_loser,sigma_winner,sigma_loser,z_val,TTT_Prob_W,pred,ttt_correct,bookie_pred,bookie_correct,Book_Prob_W,ELO_Prob_W,elo_pred,elo_correct,tournament_set,ATPk,y
33,Stuttgart,Stuttgart Open,2024-06-11,ATP250,Outdoor,Grass,1st Round,3,Nakashima B.,Eubanks C.,70,45,750,1017,7,6,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.62,2.38,1.69,2.42,1.57,2.34,1.4977316062441297,0.3143594228844541,1.7803394272510529,0.2842006037176501,1.4977316062441297,1.7803394272510529,0.3143594228844541,0.2842006037176501,-0.6668695518600778,0.2524277306598671,Eubanks C.,FALSE,Nakashima B.,TRUE,0.6025316455696202,0.4995932947423133,Eubanks C.,FALSE,All_2024_R1,33,1
34,'s-Hertogenbosch,Rosmalen Grass Court Championships,2024-06-11,ATP250,Outdoor,Grass,1st Round,3,Brouwer G.,Mensik J.,232,79,259,708,6,1,3,6,6,3,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.68,2.25,1.72,2.29,1.65,2.19,1.5257278309193705,0.484026510860992,3.297541343335412,0.722054205305057,1.5257278309193705,3.297541343335412,0.484026510860992,0.722054205305057,-2.0382591843588314,0.020762009710665937,Mensik J.,FALSE,Brouwer G.,TRUE,0.5684754521963824,0.49745017749094456,Mensik J.,FALSE,All_2024_R1,34,1
34,'s-Hertogenbosch,Rosmalen Grass Court Championships,2024-06-11,ATP250,Outdoor,Grass,1st Round,3,Vukic A.,Purcell M.,87,100,674,612,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.65,2.32,1.7,2.34,1.63,2.23,1.216595675998558,0.30958607647683206,1.5434984687417743,0.3237162816093666,1.216595675998558,1.5434984687417743,0.30958607647683206,0.3237162816093666,-0.7298177968500875,0.23275078228092913,Purcell M.,FALSE,Vukic A.,TRUE,0.586734693877551,0.4995295492029366,Purcell M.,FALSE,All_2024_R1,34,1
35,Halle,Halle Open,2024-06-18,ATP500,Outdoor,Grass,1st Round,3,Duckworth J.,Fonseca J.,88,217,665,283,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.46,2.92,1.48,2.92,1.44,2.74,1.3939409781506646,0.5701758630943626,1.8509091045581496,0.7393954271697799,1.3939409781506646,1.8509091045581496,0.5701758630943626,0.7393954271697799,-0.4894135105896036,0.3122744864336038,Fonseca J.,FALSE,Duckworth J.,TRUE,0.6563245823389022,0.4993423703818135,Fonseca J.,FALSE,All_2024_R1,35,1
35,Halle,Halle Open,2024-06-19,ATP500,Outdoor,Grass,1st Round,3,Struff J.L.,Darderi L.,41,34,1080,1231,6,7,7,5,7,6,NA,NA,NA,NA,2,1,Completed,1.17,5,1.21,5.04,1.22,5.05,1.18,4.69,2.560598292232589,0.2973648533714592,2.613460302599822,0.5561242375453784,2.560598292232589,2.613460302599822,0.2973648533714592,0.5561242375453784,-0.08382351477880458,0.4665983758614933,Darderi L.,FALSE,Struff J.L.,TRUE,0.8103727714748785,0.49992392545242614,Darderi L.,FALSE,All_2024_R1,35,1
36,Queens Club,Queen's Club Championships,2024-06-17,ATP500,Outdoor,Grass,1st Round,3,Raonic M.,Norrie C.,186,39,335,1150,6,7,6,3,7,6,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.63,2.42,1.67,2.45,1.61,2.29,2.392557983509208,0.5790471650341967,2.418591030702058,0.27907729407018683,2.392557983509208,2.418591030702058,0.5790471650341967,0.27907729407018683,-0.04050004339575547,0.4838472362232653,Norrie C.,FALSE,Raonic M.,TRUE,0.6025316455696202,0.49996253543357544,Norrie C.,FALSE,All_2024_R1,36,1
36,Queens Club,Queen's Club Championships,2024-06-18,ATP500,Outdoor,Grass,1st Round,3,Korda S.,Khachanov K.,23,22,1775,1780,7,5,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.72,2.23,1.73,2.25,1.68,2.15,2.7782250066814935,0.28772709190741574,3.039860150568969,0.29087711195835003,2.7782250066814935,3.039860150568969,0.28772709190741574,0.29087711195835003,-0.6394742437003481,0.2612572319744876,Khachanov K.,FALSE,Korda S.,TRUE,0.5684754521963824,0.4996234768323486,Khachanov K.,FALSE,All_2024_R1,36,1
37,Eastbourne,Eastbourne International,2024-06-24,ATP250,Outdoor,Grass,1st Round,3,Purcell M.,Djere L.,94,52,627,936,6,1,4,6,6,3,NA,NA,NA,NA,2,1,Completed,1.53,2.5,1.59,2.5,1.59,2.75,1.54,2.45,1.447592383997803,0.31646379023707266,2.1220123633015695,0.2656278437725671,1.447592383997803,2.1220123633015695,0.31646379023707266,0.2656278437725671,-1.6323156686199187,0.051306502067783255,Djere L.,FALSE,Purcell M.,TRUE,0.6203473945409429,0.4990294328498095,Djere L.,FALSE,All_2024_R1,37,1
37,Eastbourne,Eastbourne International,2024-06-24,ATP250,Outdoor,Grass,1st Round,3,Shang J.,Etcheverry T.,104,31,595,1290,7,5,3,6,7,6,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.65,2.36,1.74,2.36,1.69,2.15,1.7984943976261287,0.43242178608741577,2.1633360913299176,0.26560778662508583,1.7984943976261287,2.1633360913299176,0.43242178608741577,0.26560778662508583,-0.7189280160397742,0.23609263671831637,Etcheverry T.,FALSE,Shang J.,TRUE,0.5483028720626633,0.4994749507897262,Etcheverry T.,FALSE,All_2024_R1,37,1
37,Eastbourne,Eastbourne International,2024-06-24,ATP250,Outdoor,Grass,1st Round,3,Giron M.,Cerundolo F.,46,27,1005,1565,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.76,2.17,1.76,2.25,1.7,2.13,1.860636356840757,0.2477135824206801,2.515185502912762,0.26220635764248773,1.860636356840757,2.515185502912762,0.2477135824206801,0.26220635764248773,-1.8145958969407159,0.03479301675624369,Cerundolo F.,FALSE,Giron M.,TRUE,0.5483028720626633,0.4990580291729422,Cerundolo F.,FALSE,All_2024_R1,37,1
38,Mallorca,Mallorca Championships,2024-06-25,ATP250,Outdoor,Grass,1st Round,3,Jubb P.,Marterer M.,289,87,191,679,6,1,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.93,1.95,1.93,2.12,1.81,1.98,0,4,1.3926781743028758,0.4141216538079499,0,1.3926781743028758,4,0.4141216538079499,-0.34631847520378667,0.36455169275156407,Marterer M.,FALSE,Jubb P.,TRUE,0.5263157894736842,0.49799578573216075,Marterer M.,FALSE,All_2024_R1,38,1
39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Shapovalov D.,Jarry N.,121,20,530,1825,6,1,7,5,6,4,NA,NA,NA,NA,3,0,Completed,1.57,2.38,1.58,2.56,1.63,2.56,1.57,2.41,1.978838005227108,0.31629902176154173,2.635064696402545,0.2704996142857128,1.978838005227108,2.635064696402545,0.31629902176154173,0.2704996142857128,-1.576743323352286,0.057427298733535116,Jarry N.,FALSE,Shapovalov D.,TRUE,0.6025316455696202,0.49905561500006507,Jarry N.,FALSE,All_2024_R1,39,1
39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Thompson J.,Kotov P.,40,53,1206,893,5,7,5,7,6,4,6,4,6,4,3,2,Completed,1.22,4.33,1.24,4.62,1.29,4.62,1.23,4.18,1.975615474404388,0.2777241933900432,2.0897421187724636,0.3123208226988648,1.975615474404388,2.0897421187724636,0.2777241933900432,0.3123208226988648,-0.27306852368401013,0.39240027099093144,Kotov P.,FALSE,Thompson J.,TRUE,0.7801801801801801,0.49983575856213514,Kotov P.,FALSE,All_2024_R1,39,1
39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Berrettini M.,Fucsovics M.,59,70,845,785,7,6,6,2,3,6,6,1,NA,NA,3,1,Completed,1.17,5,1.21,5.11,1.21,5.32,1.18,4.9,2.1971980006999043,0.3912245907411124,2.231678285817309,0.29087818303136176,2.1971980006999043,2.231678285817309,0.3912245907411124,0.29087818303136176,-0.07072722047853633,0.47180742813657855,Fucsovics M.,FALSE,Berrettini M.,TRUE,0.8103727714748785,0.49995037888109195,Fucsovics M.,FALSE,All_2024_R1,39,1
39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Nakashima B.,Baez S.,65,18,825,2020,6,2,6,3,6,4,NA,NA,NA,NA,3,0,Completed,1.14,5.5,1.17,5.92,1.18,6,1.16,5.37,1.6226918309881977,0.30537404111330263,2.06010173013402,0.2620134561320394,1.6226918309881977,2.06010173013402,0.30537404111330263,0.2620134561320394,-1.0870745801965254,0.13850192544169154,Baez S.,FALSE,Nakashima B.,TRUE,0.8283132530120482,0.49937051688676315,Baez S.,FALSE,All_2024_R1,39,1
39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Harris L.,Michelsen A.,118,55,541,881,3,6,4,6,7,6,6,2,7,6,3,2,Completed,1.73,2.1,1.82,2.11,1.85,2.11,1.77,2.06,1.328942198172171,0.43728127706567016,1.722543444337275,0.37309725448232606,1.328942198172171,1.722543444337275,0.43728127706567016,0.37309725448232606,-0.6847398713253502,0.24675404213457253,Michelsen A.,FALSE,Harris L.,TRUE,0.5483028720626633,0.4994335625160709,Michelsen A.,FALSE,All_2024_R1,39,1
39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Vukic A.,Ofner S.,69,45,789,1038,6,7,6,4,6,4,3,6,7,6,3,2,Completed,1.67,2.2,1.79,2.14,1.79,2.25,1.71,2.14,1.3603026319690934,0.2993549355163021,1.9600939074566184,0.3004933382648659,1.3603026319690934,1.9600939074566184,0.2993549355163021,0.3004933382648659,-1.414076635578451,0.07866970121195427,Ofner S.,FALSE,Vukic A.,TRUE,0.5684754521963824,0.49913683182633006,Ofner S.,FALSE,All_2024_R1,39,1
39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Bublik A.,Mensik J.,23,78,1730,738,4,6,6,7,6,4,6,4,6,2,3,2,Completed,1.44,2.75,1.44,3.03,1.47,3.03,1.44,2.82,2.214907272319985,0.27922351938918444,2.888307345706529,0.6183123659430874,2.214907272319985,2.888307345706529,0.27922351938918444,0.6183123659430874,-0.992576560459496,0.16045817610953028,Mensik J.,FALSE,Bublik A.,TRUE,0.6563245823389022,0.4990309006068881,Mensik J.,FALSE,All_2024_R1,39,1
39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Fearnley J.,Moro Canas A.,277,188,206,321,7,5,6,4,7,6,NA,NA,NA,NA,3,0,Completed,1.5,2.63,1.49,2.84,1.55,2.84,1.48,2.67,-1.7608323764894058,3.063700004340868,4.014277733235321,2.427834777284145,-1.7608323764894058,4.014277733235321,3.063700004340868,2.427834777284145,-1.477370779966981,0.06978813717279861,Moro Canas A.,FALSE,Fearnley J.,TRUE,0.6368038740920097,0.49168971381684173,Moro Canas A.,FALSE,All_2024_R1,39,1
39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Walton A.,Coria F.,101,72,607,776,6,3,6,3,7,5,NA,NA,NA,NA,3,0,Completed,1.25,4,1.26,4.29,1.31,4.29,1.25,3.97,0.760175638582517,0.9288382108906912,1.3587215787476652,0.3704878906465556,0.760175638582517,1.3587215787476652,0.9288382108906912,0.3704878906465556,-0.5985454316632055,0.27473802710488493,Coria F.,FALSE,Walton A.,TRUE,0.7619047619047619,0.4991386240025932,Coria F.,FALSE,All_2024_R1,39,1
39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Safiullin R.,Cerundolo F.,44,30,1045,1315,6,7,3,6,7,5,6,3,6,4,3,2,Completed,1.73,2.1,1.76,2.19,1.78,2.19,1.73,2.1,1.9213074105800856,0.2689216231743676,2.451709641354166,0.25932348487167056,1.9213074105800856,2.451709641354166,0.2689216231743676,0.25932348487167056,-1.419754251888243,0.07783961887856782,Cerundolo F.,FALSE,Safiullin R.,TRUE,0.5483028720626633,0.49923669042431246,Cerundolo F.,FALSE,All_2024_R1,39,1
39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Pouille L.,Djere L.,212,51,284,936,3,6,7,6,3,6,6,3,6,1,3,2,Completed,1.5,2.63,1.55,2.59,1.57,2.65,1.52,2.53,1.1622063080362086,0.8461173696741464,2.065728044923749,0.26422772937736033,1.1622063080362086,2.065728044923749,0.8461173696741464,0.26422772937736033,-1.0192992154378004,0.15403046817664423,Djere L.,FALSE,Pouille L.,TRUE,0.6368038740920097,0.49869973062957074,Djere L.,FALSE,All_2024_R1,39,1
39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Rinderknech A.,Nishikori K.,76,401,754,118,5,7,6,4,6,7,6,3,6,2,3,2,Completed,1.36,3.2,1.39,3.26,1.41,3.26,1.37,3.11,1.181865708477294,0.30856884127594,2.1662469566306464,0.8847387603907864,1.181865708477294,2.1662469566306464,0.30856884127594,0.8847387603907864,-1.0505619390870253,0.1467299147252948,Nishikori K.,FALSE,Rinderknech A.,TRUE,0.7017543859649122,0.49858336529826874,Nishikori K.,FALSE,All_2024_R1,39,1
40,Bastad,Nordea Open,2024-07-16,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Safiullin R.,54,67,906,785,5,7,7,6,6,3,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.61,2.46,1.65,2.46,1.6,2.3,1.7594076310649136,0.27181660797736995,1.988086801691773,0.2664068550778759,1.7594076310649136,1.988086801691773,0.27181660797736995,0.2664068550778759,-0.6008375184989406,0.27397410612256295,Safiullin R.,FALSE,Carballes Baena R.,TRUE,0.586734693877551,0.4996709042666709,Safiullin R.,FALSE,All_2024_R1,40,1
40,Bastad,Nordea Open,2024-07-16,ATP250,Outdoor,Clay,1st Round,3,Skatov T.,Daniel T.,223,90,265,676,6,7,6,2,7,6,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.68,2.29,1.68,2.35,1.65,2.2,-1.8374409376732368,2.832738331546981,1.4726627252039737,0.31405038898308274,-1.8374409376732368,1.4726627252039737,2.832738331546981,0.31405038898308274,-1.161401697865054,0.12273928942024341,Daniel T.,FALSE,Skatov T.,TRUE,0.5684754521963824,0.49523652202951984,Daniel T.,FALSE,All_2024_R1,40,1
41,Gstaad,Suisse Open Gstaad,2024-07-15,ATP250,Outdoor,Clay,1st Round,3,Riedi L.,Barrere G.,134,131,473,475,7,6,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.66,2.34,1.68,2.34,1.64,2.23,1.0150356986498137,1.105914204152819,1.742305919606928,0.289564415642916,1.0150356986498137,1.742305919606928,1.105914204152819,0.289564415642916,-0.6361736253427511,0.26233163087601774,Barrere G.,FALSE,Riedi L.,TRUE,0.5684754521963824,0.49895337554781927,Barrere G.,FALSE,All_2024_R1,41,1
41,Gstaad,Suisse Open Gstaad,2024-07-15,ATP250,Outdoor,Clay,1st Round,3,Fognini F.,Droguet T.,80,141,727,445,6,4,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.76,2.17,1.8,2.17,1.73,2.07,2.115168354537026,0.3750252761235871,2.33583279182523,1.2815139552649388,2.115168354537026,2.33583279182523,0.3750252761235871,1.2815139552649388,-0.16525940246086518,0.43436990577142676,Droguet T.,FALSE,Fognini F.,TRUE,0.5483028720626633,0.4996824383902909,Droguet T.,FALSE,All_2024_R1,41,1
41,Gstaad,Suisse Open Gstaad,2024-07-15,ATP250,Outdoor,Clay,1st Round,3,Varillas J.P.,Thiem D.,162,133,367,473,6,3,5,7,7,6,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.62,2.43,1.66,2.5,1.58,2.34,1.3186437380564118,0.3754133075449889,1.6153351769134945,0.31441268187670646,1.3186437380564118,1.6153351769134945,0.3754133075449889,0.31441268187670646,-0.6058833817994635,0.2722960976874441,Thiem D.,FALSE,Varillas J.P.,TRUE,0.6025316455696202,0.4995730268010794,Thiem D.,FALSE,All_2024_R1,41,1
41,Gstaad,Suisse Open Gstaad,2024-07-16,ATP250,Outdoor,Clay,1st Round,3,Heide G.,Napolitano S.,178,125,334,497,7,6,5,7,7,6,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.91,1.98,1.93,2.15,1.76,2.04,-2.5759214538859108,2.5902687279984233,0.46449222651946337,1.0436389362252008,-2.5759214538859108,0.46449222651946337,2.5902687279984233,1.0436389362252008,-1.0887352545075624,0.1381353252187188,Napolitano S.,FALSE,Heide G.,TRUE,0.5483028720626633,0.49562460467839925,Napolitano S.,FALSE,All_2024_R1,41,1
41,Gstaad,Suisse Open Gstaad,2024-07-16,ATP250,Outdoor,Clay,1st Round,3,Van De Zandschulp B.,Stricker D.,87,175,687,340,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.63,2.41,1.67,2.5,1.59,2.31,2.1010152464476146,0.26197060363281227,2.259130258456168,0.509438477725293,2.1010152464476146,2.259130258456168,0.26197060363281227,0.509438477725293,-0.27601508937322505,0.391268238309865,Stricker D.,FALSE,Van De Zandschulp B.,TRUE,0.586734693877551,0.4997724542221905,Stricker D.,FALSE,All_2024_R1,41,1
42,Hamburg,European Open,2024-07-15,ATP250,Outdoor,Clay,1st Round,3,Marterer M.,Kwon S.W.,108,349,587,145,6,4,6,7,7,5,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.66,2.35,1.69,2.4,1.6,2.28,1.2203519466028458,0.4067229220747929,2.215214674675183,0.5119714522839732,1.2203519466028458,2.215214674675183,0.4067229220747929,0.5119714522839732,-1.521512924743848,0.06406558519106052,Kwon S.W.,FALSE,Marterer M.,TRUE,0.586734693877551,0.4985682813585149,Kwon S.W.,FALSE,All_2024_R1,42,1
43,Newport,Hall of Fame Championships,2024-07-15,ATP250,Outdoor,Grass,1st Round,3,Cressy M.,Albot R.,180,149,333,411,6,4,4,6,7,6,NA,NA,NA,NA,2,1,Completed,1.53,2.5,1.59,2.49,1.59,2.57,1.54,2.42,0.876522912452967,0.3940126909426947,1.1081719320400216,0.4391718185475903,0.876522912452967,1.1081719320400216,0.3940126909426947,0.4391718185475903,-0.39261536994892204,0.34730179287793045,Albot R.,FALSE,Cressy M.,TRUE,0.6203473945409429,0.49966663031233144,Albot R.,FALSE,All_2024_R1,43,1
44,Atlanta,Atlanta Open,2024-07-23,ATP250,Outdoor,Hard,1st Round,3,Rinderknech A.,Wolf J.J.,64,120,806,519,6,3,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.7,2.27,1.73,2.27,1.67,2.17,1.30604650276545,0.29975751344271634,1.7610979801758009,0.27137792162571694,1.30604650276545,1.7610979801758009,0.29975751344271634,0.27137792162571694,-1.1253844986744441,0.130213068466399,Wolf J.J.,FALSE,Rinderknech A.,TRUE,0.5684754521963824,0.4993451286566928,Wolf J.J.,FALSE,All_2024_R1,44,1
44,Atlanta,Atlanta Open,2024-07-24,ATP250,Outdoor,Hard,1st Round,3,Purcell M.,O Connell C.,66,93,795,653,4,6,7,5,6,2,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.66,2.35,1.67,2.35,1.62,2.25,1.391557562364527,0.3084808433599965,1.824120559495077,0.2830242894621207,1.391557562364527,1.824120559495077,0.3084808433599965,0.2830242894621207,-1.0332466909598335,0.1507442338201741,O Connell C.,FALSE,Purcell M.,TRUE,0.586734693877551,0.49937749212853416,O Connell C.,FALSE,All_2024_R1,44,1
45,Kitzbuhel,Generali Open,2024-07-23,ATP250,Outdoor,Clay,1st Round,3,Diaz Acosta F.,Coria F.,77,73,737,747,2,6,6,3,6,0,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.68,2.3,1.74,2.3,1.69,2.14,0.9628996016879968,0.4752202868785678,1.182173214348941,0.3621461524806673,0.9628996016879968,1.182173214348941,0.4752202868785678,0.3621461524806673,-0.36699648167997195,0.35681082119704893,Coria F.,FALSE,Diaz Acosta F.,TRUE,0.5483028720626633,0.49968443994702216,Coria F.,FALSE,All_2024_R1,45,1
46,Umag,Croatia Open,2024-07-21,ATP250,Outdoor,Clay,1st Round,3,Marozsan F.,Shevchenko A.,49,58,995,885,6,4,4,6,7,6,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.67,2.34,1.67,2.46,1.59,2.31,2.123002072077627,0.32896150840743354,2.135119726922041,0.28254358578779776,2.123002072077627,2.135119726922041,0.32896150840743354,0.28254358578779776,-0.027943827444376953,0.4888534764161468,Shevchenko A.,FALSE,Marozsan F.,TRUE,0.6025316455696202,0.49998256129287777,Shevchenko A.,FALSE,All_2024_R1,46,1
47,Washington,Citi Open,2024-07-29,ATP500,Outdoor,Hard,1st Round,3,Shapovalov D.,Bautista Agut R.,139,76,450,745,6,1,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.52,2.69,1.62,2.69,1.54,2.46,1.953618362286377,0.30819836644207416,2.0673200803272285,0.28129595434687127,1.953618362286377,2.0673200803272285,0.30819836644207416,0.28129595434687127,-0.27249003252933385,0.39262262715590757,Bautista Agut R.,FALSE,Shapovalov D.,TRUE,0.6368038740920097,0.49983637008021103,Bautista Agut R.,FALSE,All_2024_R1,47,1
47,Washington,Citi Open,2024-07-30,ATP500,Outdoor,Hard,1st Round,3,Albot R.,Diaz Acosta F.,152,62,411,827,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.52,2.71,1.53,2.75,1.49,2.6,0.997753636723993,0.4292004271988288,1.095854989843034,0.4562173903173021,0.997753636723993,1.095854989843034,0.4292004271988288,0.4562173903173021,-0.1566172722794203,0.43777324461458317,Diaz Acosta F.,FALSE,Albot R.,TRUE,0.6368038740920097,0.4998588208079429,Diaz Acosta F.,FALSE,All_2024_R1,47,1
48,Montreal,Canadian Open,2024-08-06,Masters 1000,Outdoor,Hard,1st Round,3,Etcheverry T.,Jarry N.,38,24,1255,1710,7,6,6,7,6,2,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.77,2.15,1.8,2.25,1.74,2.1,2.0926022477017145,0.26059970643059216,2.595933947169581,0.2687527255090597,2.0926022477017145,2.595933947169581,0.26059970643059216,0.2687527255090597,-1.3445373249612382,0.08938734754034833,Jarry N.,FALSE,Etcheverry T.,TRUE,0.5483028720626633,0.4992756479642273,Jarry N.,FALSE,All_2024_R1,48,1
48,Montreal,Canadian Open,2024-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Humbert U.,Fils A.,15,23,2360,1770,6,2,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.65,2.35,1.65,2.35,1.62,2.27,2.4258141391966244,0.262484231040374,2.620408986382905,0.28702575488187676,2.4258141391966244,2.620408986382905,0.262484231040374,0.28702575488187676,-0.5003087038278055,0.3084288632010567,Fils A.,FALSE,Humbert U.,TRUE,0.586734693877551,0.49971995553284293,Fils A.,FALSE,All_2024_R1,48,1
48,Montreal,Canadian Open,2024-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Rinderknech A.,Mannarino A.,65,31,786,1340,6,4,2,6,6,4,NA,NA,NA,NA,2,1,Completed,1.5,2.63,1.56,2.57,1.56,2.63,1.52,2.53,1.3753084542222007,0.2949401773328414,2.428190836905169,0.25295293735523006,1.3753084542222007,2.428190836905169,0.2949401773328414,0.25295293735523006,-2.709739164474246,0.0033668069514887168,Mannarino A.,FALSE,Rinderknech A.,TRUE,0.6368038740920097,0.4984847850889523,Mannarino A.,FALSE,All_2024_R1,48,1
48,Montreal,Canadian Open,2024-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Kokkinakis T.,Monfils G.,81,34,697,1315,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.84,2.05,1.84,2.12,1.78,2.04,2.186060965688434,0.309118855641738,2.554818999253795,0.30871197957626617,2.186060965688434,2.554818999253795,0.309118855641738,0.30871197957626617,-0.844086227958282,0.19931061148365797,Monfils G.,FALSE,Kokkinakis T.,TRUE,0.5483028720626633,0.4994693147298929,Monfils G.,FALSE,All_2024_R1,48,1
49,Cincinnati,Western & Southern Financial Group Masters,2024-08-13,Masters 1000,Outdoor,Hard,1st Round,3,Michelsen A.,Griekspoor T.,57,41,905,1220,6,1,5,7,6,2,NA,NA,NA,NA,2,1,Completed,1.8,2,1.89,2,1.9,2,1.82,1.97,1.5841382347740498,0.36075835481406426,2.7320311533640305,0.2643498668679509,1.5841382347740498,2.7320311533640305,0.36075835481406426,0.2643498668679509,-2.5665905175840242,0.005135190782863841,Griekspoor T.,FALSE,Michelsen A.,TRUE,0.5263157894736842,0.4983480553090553,Griekspoor T.,FALSE,All_2024_R1,49,1
