ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,GamesMatch,mu_generic_w,sigma_generic_w,mu_generic_l,sigma_generic_l,Fatigue_W,Fatigue_L,mu_winner,mu_loser,sigma_winner,sigma_loser,p_ttt_win,p_adj_win,pred,ttt_correct,pred_fat,ttt_fat_correct,bookie_pred,bookie_correct,theta_used
33,Stuttgart,Stuttgart Open,2024-06-11,ATP250,Outdoor,Grass,1st Round,3,Duckworth J.,Herbert P.H.,101,139,611,448,6,4,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.82,2.05,1.83,2.1,1.79,2,23,1.1413879848767179,0.6016700784383624,2.594960500099964,0.9546902955682129,0,0,1.1413879848767179,2.594960500099964,0.6016700784383624,0.9546902955682129,0.09885671169361288,0.09885671169361288,Herbert P.H.,FALSE,Herbert P.H.,FALSE,Duckworth J.,TRUE,-0.03556112284992218
33,Stuttgart,Stuttgart Open,2024-06-11,ATP250,Outdoor,Grass,1st Round,3,Nakashima B.,Eubanks C.,70,45,750,1017,7,6,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.62,2.38,1.69,2.42,1.57,2.34,23,1.5429091521682756,0.314367656889339,1.8254750138846885,0.2842109233797895,0,0,1.5429091521682756,1.8254750138846885,0.314367656889339,0.2842109233797895,0.2524659041183065,0.2524659041183065,Eubanks C.,FALSE,Eubanks C.,FALSE,Nakashima B.,TRUE,-0.03556112284992218
34,'s-Hertogenbosch,Rosmalen Grass Court Championships,2024-06-11,ATP250,Outdoor,Grass,1st Round,3,Brouwer G.,Mensik J.,232,79,259,708,6,1,3,6,6,3,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.68,2.25,1.72,2.29,1.65,2.19,25,1.5693244667938624,0.4840652387491019,3.339530044040854,0.7219748857587585,0,0,1.5693244667938624,3.339530044040854,0.4840652387491019,0.7219748857587585,0.020849420754129717,0.02084942075412972,Mensik J.,FALSE,Mensik J.,FALSE,Brouwer G.,TRUE,-0.03642011354643086
34,'s-Hertogenbosch,Rosmalen Grass Court Championships,2024-06-11,ATP250,Outdoor,Grass,1st Round,3,Vukic A.,Purcell M.,87,100,674,612,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.65,2.32,1.7,2.34,1.63,2.23,22,1.2606391770522487,0.309598172466748,1.5871207965372691,0.32373002522047023,0,0,1.2606391770522487,1.5871207965372691,0.309598172466748,0.32373002522047023,0.23304739874326366,0.23304739874326366,Purcell M.,FALSE,Purcell M.,FALSE,Vukic A.,TRUE,-0.03642011354643086
35,Halle,Halle Open,2024-06-18,ATP500,Outdoor,Grass,1st Round,3,Duckworth J.,Fonseca J.,88,217,665,283,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.46,2.92,1.48,2.92,1.44,2.74,20,1.4360780568656117,0.5702187403533296,1.892493245661033,0.7393529795617528,0,0,1.4360780568656117,1.892493245661033,0.5702187403533296,0.7393529795617528,0.3124827267717324,0.3124827267717324,Fonseca J.,FALSE,Fonseca J.,FALSE,Duckworth J.,TRUE,-0.036201785791114015
35,Halle,Halle Open,2024-06-19,ATP500,Outdoor,Grass,1st Round,3,Struff J.L.,Darderi L.,41,34,1080,1231,6,7,7,5,7,6,NA,NA,NA,NA,2,1,Completed,1.17,5,1.21,5.04,1.22,5.05,1.18,4.69,38,2.6042575688250595,0.2973742859975022,2.655881792448695,0.556109477938841,0,0,2.6042575688250595,2.655881792448695,0.2973742859975022,0.556109477938841,0.4673782806685741,0.4673782806685741,Darderi L.,FALSE,Darderi L.,FALSE,Struff J.L.,TRUE,-0.036201785791114015
36,Queens Club,Queen's Club Championships,2024-06-18,ATP500,Outdoor,Grass,1st Round,3,Korda S.,Khachanov K.,23,22,1775,1780,7,5,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.72,2.23,1.73,2.25,1.68,2.15,25,2.821578904780556,0.28773936909273823,3.083381927963541,0.29089353120290284,17.71875,0,2.821578904780556,3.083381927963541,0.28773936909273823,0.29089353120290284,0.2611341488601329,0.4010587796524515,Khachanov K.,FALSE,Khachanov K.,FALSE,Korda S.,TRUE,-0.03606499650975888
37,Eastbourne,Eastbourne International,2024-06-24,ATP250,Outdoor,Grass,1st Round,3,Purcell M.,Djere L.,94,52,627,936,6,1,4,6,6,3,NA,NA,NA,NA,2,1,Completed,1.53,2.5,1.59,2.5,1.59,2.75,1.54,2.45,26,1.4905186277372877,0.31647683818730504,2.1655206653096846,0.2656430214949415,0,0,1.4905186277372877,2.1655206653096846,0.31647683818730504,0.2656430214949415,0.05116656571941582,0.051166565719415816,Djere L.,FALSE,Djere L.,FALSE,Purcell M.,TRUE,-0.03351425955883384
37,Eastbourne,Eastbourne International,2024-06-24,ATP250,Outdoor,Grass,1st Round,3,Shang J.,Etcheverry T.,104,31,595,1290,7,5,3,6,7,6,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.65,2.36,1.74,2.36,1.69,2.15,34,1.8416349118218145,0.4324243621380238,2.2068225205288523,0.2656199256119598,0,0,1.8416349118218145,2.2068225205288523,0.4324243621380238,0.2656199256119598,0.23588641754409442,0.23588641754409448,Etcheverry T.,FALSE,Etcheverry T.,FALSE,Shang J.,TRUE,-0.03351425955883384
37,Eastbourne,Eastbourne International,2024-06-24,ATP250,Outdoor,Grass,1st Round,3,Giron M.,Cerundolo F.,46,27,1005,1565,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.76,2.17,1.76,2.25,1.7,2.13,26,1.9041865361042378,0.2477181838995311,2.5588227898952822,0.2622188192712717,9.703125,0,1.9041865361042378,2.5588227898952822,0.2477181838995311,0.2622188192712717,0.03477917680180294,0.04750974546601004,Cerundolo F.,FALSE,Cerundolo F.,FALSE,Giron M.,TRUE,-0.03351425955883384
38,Mallorca,Mallorca Championships,2024-06-25,ATP250,Outdoor,Grass,1st Round,3,Jubb P.,Marterer M.,289,87,191,679,6,1,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.93,1.95,1.93,2.12,1.81,1.98,15,0,4,1.4355626974838467,0.4141413344076364,0,0,0,1.4355626974838467,4,0.4141413344076364,0.36055248090683883,0.3605524809068388,Marterer M.,FALSE,Marterer M.,FALSE,Jubb P.,TRUE,-0.033319433043199606
39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Shapovalov D.,Jarry N.,121,20,530,1825,6,1,7,5,6,4,NA,NA,NA,NA,3,0,Completed,1.57,2.38,1.58,2.56,1.63,2.56,1.57,2.41,29,2.023579001117454,0.3163104031233035,2.68010449597833,0.27051131929255257,0,0,2.023579001117454,2.68010449597833,0.3163104031233035,0.27051131929255257,0.05735179736398971,0.0573517973639897,Jarry N.,FALSE,Jarry N.,FALSE,Shapovalov D.,TRUE,-0.033113808638785026
39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Thompson J.,Kotov P.,40,53,1206,893,5,7,5,7,6,4,6,4,6,4,3,2,Completed,1.22,4.33,1.24,4.62,1.29,4.62,1.23,4.18,54,2.0202849991819205,0.2777301972452781,2.1342641350513873,0.3123366985008813,0,0,2.0202849991819205,2.1342641350513873,0.2777301972452781,0.3123366985008813,0.39253990365515434,0.39253990365515434,Kotov P.,FALSE,Kotov P.,FALSE,Thompson J.,TRUE,-0.033113808638785026
39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Berrettini M.,Fucsovics M.,59,70,845,785,7,6,6,2,3,6,6,1,NA,NA,3,1,Completed,1.17,5,1.21,5.11,1.21,5.32,1.18,4.9,37,2.242038626666481,0.3912380631395188,2.276522566450986,0.2908945667340586,0,0,2.242038626666481,2.276522566450986,0.3912380631395188,0.2908945667340586,0.47180563353573995,0.47180563353573995,Fucsovics M.,FALSE,Fucsovics M.,FALSE,Berrettini M.,TRUE,-0.033113808638785026
39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Nakashima B.,Baez S.,65,18,825,2020,6,2,6,3,6,4,NA,NA,NA,NA,3,0,Completed,1.14,5.5,1.17,5.92,1.18,6,1.16,5.37,27,1.6675352039033151,0.3053809117953305,2.1048182518228944,0.2620247654336896,0,0,1.6675352039033151,2.1048182518228944,0.3053809117953305,0.2620247654336896,0.13857910355727082,0.1385791035572708,Baez S.,FALSE,Baez S.,FALSE,Nakashima B.,TRUE,-0.033113808638785026
39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Harris L.,Michelsen A.,118,55,541,881,3,6,4,6,7,6,6,2,7,6,3,2,Completed,1.73,2.1,1.82,2.11,1.85,2.11,1.77,2.06,53,1.3734861254292472,0.4373011425134109,1.7664464286539303,0.3731231735497289,0,0,1.3734861254292472,1.7664464286539303,0.4373011425134109,0.3731231735497289,0.24711804287682546,0.24711804287682548,Michelsen A.,FALSE,Michelsen A.,FALSE,Harris L.,TRUE,-0.033113808638785026
39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Vukic A.,Ofner S.,69,45,789,1038,6,7,6,4,6,4,3,6,7,6,3,2,Completed,1.67,2.2,1.79,2.14,1.79,2.25,1.71,2.14,55,1.404836936464746,0.2993656802372312,2.004757113216014,0.30050386062669043,10.96875,19.96875,1.404836936464746,2.004757113216014,0.2993656802372312,0.30050386062669043,0.07863245865096248,0.05957484031492505,Ofner S.,FALSE,Ofner S.,FALSE,Vukic A.,TRUE,-0.033113808638785026
39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Bublik A.,Mensik J.,23,78,1730,738,4,6,6,7,6,4,6,4,6,2,3,2,Completed,1.44,2.75,1.44,3.03,1.47,3.03,1.44,2.82,51,2.2598192526261784,0.2792339729298437,2.9312722852369975,0.6182787482676779,0,0,2.2598192526261784,2.9312722852369975,0.2792339729298437,0.6182787482676779,0.1611493658298705,0.16114936582987047,Mensik J.,FALSE,Mensik J.,FALSE,Bublik A.,TRUE,-0.033113808638785026
39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Fearnley J.,Moro Canas A.,277,188,206,321,7,5,6,4,7,6,NA,NA,NA,NA,3,0,Completed,1.5,2.63,1.49,2.84,1.55,2.84,1.48,2.67,35,-1.7438679306338314,3.0692285688954275,4.0426483553426,2.4225225609542225,0,0,-1.7438679306338314,4.0426483553426,3.0692285688954275,2.4225225609542225,0.06945069544119414,0.06945069544119416,Moro Canas A.,FALSE,Moro Canas A.,FALSE,Fearnley J.,TRUE,-0.033113808638785026
39,London,Wimbledon,2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Walton A.,Coria F.,101,72,607,776,6,3,6,3,7,5,NA,NA,NA,NA,3,0,Completed,1.25,4,1.26,4.29,1.31,4.29,1.25,3.97,30,0.8025560477343213,0.9290216060818278,1.403260407843608,0.3704948156536233,0,0,0.8025560477343213,1.403260407843608,0.9290216060818278,0.3704948156536233,0.2740532193131764,0.2740532193131764,Coria F.,FALSE,Coria F.,FALSE,Walton A.,TRUE,-0.033113808638785026
39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Safiullin R.,Cerundolo F.,44,30,1045,1315,6,7,3,6,7,5,6,3,6,4,3,2,Completed,1.73,2.1,1.76,2.19,1.78,2.19,1.73,2.1,53,1.966252011876995,0.26892354941748736,2.4965744501150655,0.25933585878073334,0,0,1.966252011876995,2.4965744501150655,0.26892354941748736,0.25933585878073334,0.07787624608338467,0.07787624608338466,Cerundolo F.,FALSE,Cerundolo F.,FALSE,Safiullin R.,TRUE,-0.033113808638785026
39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Pouille L.,Djere L.,212,51,284,936,3,6,7,6,3,6,6,3,6,1,3,2,Completed,1.5,2.63,1.55,2.59,1.57,2.65,1.52,2.53,47,1.2049805592456238,0.8461689566715717,2.110448803606234,0.26424225880521135,0,0,1.2049805592456238,2.110448803606234,0.8461689566715717,0.26424225880521135,0.15352457017469953,0.15352457017469953,Djere L.,FALSE,Djere L.,FALSE,Pouille L.,TRUE,-0.033113808638785026
39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Rinderknech A.,Nishikori K.,76,401,754,118,5,7,6,4,6,7,6,3,6,2,3,2,Completed,1.36,3.2,1.39,3.26,1.41,3.26,1.37,3.11,52,1.2263245237223566,0.3085777044944651,2.209082030098178,0.8847758341440217,0,0,1.2263245237223566,2.209082030098178,0.3085777044944651,0.8847758341440217,0.14713817696921375,0.14713817696921372,Nishikori K.,FALSE,Nishikori K.,FALSE,Rinderknech A.,TRUE,-0.033113808638785026
40,Bastad,Nordea Open,2024-07-16,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Safiullin R.,54,67,906,785,5,7,7,6,6,3,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.61,2.46,1.65,2.46,1.6,2.3,34,1.802900889218456,0.27182830993405627,2.031971677468373,0.2664089721579029,0,0,1.802900889218456,2.031971677468373,0.27182830993405627,0.2664089721579029,0.27363669311540306,0.27363669311540306,Safiullin R.,FALSE,Safiullin R.,FALSE,Carballes Baena R.,TRUE,-0.033860743700705964
40,Bastad,Nordea Open,2024-07-16,ATP250,Outdoor,Clay,1st Round,3,Skatov T.,Daniel T.,223,90,265,676,6,7,6,2,7,6,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.68,2.29,1.68,2.35,1.65,2.2,34,-1.817890508954405,2.8404660339868317,1.5163225259267414,0.3140602168962816,0,0,-1.817890508954405,1.5163225259267414,2.8404660339868317,0.3140602168962816,0.12166249909007808,0.12166249909007808,Daniel T.,FALSE,Daniel T.,FALSE,Skatov T.,TRUE,-0.033860743700705964
41,Gstaad,Suisse Open Gstaad,2024-07-15,ATP250,Outdoor,Clay,1st Round,3,Riedi L.,Barrere G.,134,131,473,475,7,6,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.66,2.34,1.68,2.34,1.64,2.23,25,1.0578991274438845,1.1063340304669569,1.788105754818966,0.2895735082399038,0,0,1.0578991274438845,1.788105754818966,1.1063340304669569,0.2895735082399038,0.2615695415225223,0.2615695415225223,Barrere G.,FALSE,Barrere G.,FALSE,Riedi L.,TRUE,-0.03422556438473045
41,Gstaad,Suisse Open Gstaad,2024-07-15,ATP250,Outdoor,Clay,1st Round,3,Fognini F.,Droguet T.,80,141,727,445,6,4,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.76,2.17,1.8,2.17,1.73,2.07,19,2.1607166240860622,0.3750385015722231,2.377271479309727,1.2814390171962133,0,0,2.1607166240860622,2.377271479309727,0.3750385015722231,1.2814390171962133,0.43557813670635415,0.4355781367063542,Droguet T.,FALSE,Droguet T.,FALSE,Fognini F.,TRUE,-0.03422556438473045
41,Gstaad,Suisse Open Gstaad,2024-07-15,ATP250,Outdoor,Clay,1st Round,3,Varillas J.P.,Thiem D.,162,133,367,473,6,3,5,7,7,6,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.62,2.43,1.66,2.5,1.58,2.34,34,1.3639264203758013,0.3754363095893052,1.6608855425648446,0.3144312045370097,0,0,1.3639264203758013,1.6608855425648446,0.3754363095893052,0.3144312045370097,0.27212675444020273,0.27212675444020273,Thiem D.,FALSE,Thiem D.,FALSE,Varillas J.P.,TRUE,-0.03422556438473045
41,Gstaad,Suisse Open Gstaad,2024-07-16,ATP250,Outdoor,Clay,1st Round,3,Heide G.,Napolitano S.,178,125,334,497,7,6,5,7,7,6,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.91,1.98,1.93,2.15,1.76,2.04,38,-2.552243286804487,2.5974912061861644,0.5060428877575338,1.0439696548485908,0,0,-2.552243286804487,0.5060428877575338,2.5974912061861644,1.0439696548485908,0.13731422429211357,0.13731422429211357,Napolitano S.,FALSE,Napolitano S.,FALSE,Heide G.,TRUE,-0.03422556438473045
41,Gstaad,Suisse Open Gstaad,2024-07-16,ATP250,Outdoor,Clay,1st Round,3,Van De Zandschulp B.,Stricker D.,87,175,687,340,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.63,2.41,1.67,2.5,1.59,2.31,18,2.146869807431071,0.261974971282709,2.304588503805717,0.5094610614504459,0,0,2.146869807431071,2.304588503805717,0.261974971282709,0.5094610614504459,0.3915380253526245,0.3915380253526245,Stricker D.,FALSE,Stricker D.,FALSE,Van De Zandschulp B.,TRUE,-0.03422556438473045
42,Hamburg,European Open,2024-07-15,ATP250,Outdoor,Clay,1st Round,3,Marterer M.,Kwon S.W.,108,349,587,145,6,4,6,7,7,5,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.66,2.35,1.69,2.4,1.6,2.28,35,1.265412086081738,0.4067482701733763,2.2607389983640505,0.5119905473998411,0,0,1.265412086081738,2.2607389983640505,0.4067482701733763,0.5119905473998411,0.06398558433442685,0.06398558433442683,Kwon S.W.,FALSE,Kwon S.W.,FALSE,Marterer M.,TRUE,-0.034246836010204625
43,Newport,Hall of Fame Championships,2024-07-15,ATP250,Outdoor,Grass,1st Round,3,Cressy M.,Albot R.,180,149,333,411,6,4,4,6,7,6,NA,NA,NA,NA,2,1,Completed,1.53,2.5,1.59,2.49,1.59,2.57,1.54,2.42,33,0.9221856073152505,0.39406228314903996,1.1534593156574031,0.439221730984518,0,0,0.9221856073152505,1.1534593156574031,0.39406228314903996,0.439221730984518,0.3475540121257107,0.3475540121257107,Albot R.,FALSE,Albot R.,FALSE,Cressy M.,TRUE,-0.03443252803727715
44,Atlanta,Atlanta Open,2024-07-23,ATP250,Outdoor,Hard,1st Round,3,Rinderknech A.,Wolf J.J.,64,120,806,519,6,3,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.7,2.27,1.73,2.27,1.67,2.17,17,1.3527643552358164,0.2997660386172477,1.8079551032409715,0.2713946266873808,0,0,1.3527643552358164,1.8079551032409715,0.2997660386172477,0.2713946266873808,0.13015047036622104,0.13015047036622104,Wolf J.J.,FALSE,Wolf J.J.,FALSE,Rinderknech A.,TRUE,-0.03464482763218126
44,Atlanta,Atlanta Open,2024-07-24,ATP250,Outdoor,Hard,1st Round,3,Purcell M.,O Connell C.,66,93,795,653,4,6,7,5,6,2,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.66,2.35,1.67,2.35,1.62,2.25,30,1.4378499844657846,0.30849491417256514,1.8710242670161488,0.2830378403915271,0,0,1.4378499844657846,1.8710242670161488,0.30849491417256514,0.2830378403915271,0.1504141931437778,0.15041419314377777,O Connell C.,FALSE,O Connell C.,FALSE,Purcell M.,TRUE,-0.03464482763218126
45,Kitzbuhel,Generali Open,2024-07-23,ATP250,Outdoor,Clay,1st Round,3,Diaz Acosta F.,Coria F.,77,73,737,747,2,6,6,3,6,0,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.68,2.3,1.74,2.3,1.69,2.14,23,1.0094219873654813,0.47527038537767513,1.2294709849923713,0.3621524617590427,0,0,1.0094219873654813,1.2294709849923713,0.47527038537767513,0.3621524617590427,0.356336959037712,0.356336959037712,Coria F.,FALSE,Coria F.,FALSE,Diaz Acosta F.,TRUE,-0.034344670930285884
46,Umag,Croatia Open,2024-07-21,ATP250,Outdoor,Clay,1st Round,3,Marozsan F.,Shevchenko A.,49,58,995,885,6,4,4,6,7,6,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.67,2.34,1.67,2.46,1.59,2.31,33,2.170207245113613,0.32897745663654165,2.1821593759088924,0.28256017069532585,0,0,2.170207245113613,2.1821593759088924,0.32897745663654165,0.28256017069532585,0.4890062767671435,0.48900627676714353,Shevchenko A.,FALSE,Shevchenko A.,FALSE,Marozsan F.,TRUE,-0.03485776422299172
47,Washington,Citi Open,2024-07-29,ATP500,Outdoor,Hard,1st Round,3,Shapovalov D.,Bautista Agut R.,139,76,450,745,6,1,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.52,2.69,1.62,2.69,1.54,2.46,17,2.00065134617067,0.30820834918249645,2.1144370135629567,0.2813066541889465,0,0,2.00065134617067,2.1144370135629567,0.30820834918249645,0.2813066541889465,0.3925489562006663,0.39254895620066627,Bautista Agut R.,FALSE,Bautista Agut R.,FALSE,Shapovalov D.,TRUE,-0.03521990244710817
47,Washington,Citi Open,2024-07-30,ATP500,Outdoor,Hard,1st Round,3,Albot R.,Diaz Acosta F.,152,62,411,827,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.52,2.71,1.53,2.75,1.49,2.6,22,1.0440074236536856,0.4292491125258159,1.141928960160295,0.45625377243159027,0,0,1.0440074236536856,1.141928960160295,0.4292491125258159,0.45625377243159027,0.4378922642718085,0.4378922642718085,Diaz Acosta F.,FALSE,Diaz Acosta F.,FALSE,Albot R.,TRUE,-0.03521990244710817
48,Montreal,Canadian Open,2024-08-06,Masters 1000,Outdoor,Hard,1st Round,3,Etcheverry T.,Jarry N.,38,24,1255,1710,7,6,6,7,6,2,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.77,2.15,1.8,2.25,1.74,2.1,34,2.140112597745846,0.26061281862255903,2.643815627185752,0.2687631927415779,0,0,2.140112597745846,2.643815627185752,0.26061281862255903,0.2687631927415779,0.08923684274684894,0.08923684274684893,Jarry N.,FALSE,Jarry N.,FALSE,Etcheverry T.,TRUE,-0.03294861604342682
48,Montreal,Canadian Open,2024-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Humbert U.,Fils A.,15,23,2360,1770,6,2,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.65,2.35,1.65,2.35,1.62,2.27,16,2.4736011904244912,0.26249427051123364,2.6681158293989813,0.28703829338025355,0,0,2.4736011904244912,2.6681158293989813,0.26249427051123364,0.28703829338025355,0.30850871264796587,0.30850871264796587,Fils A.,FALSE,Fils A.,FALSE,Humbert U.,TRUE,-0.03294861604342682
48,Montreal,Canadian Open,2024-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Rinderknech A.,Mannarino A.,65,31,786,1340,6,4,2,6,6,4,NA,NA,NA,NA,2,1,Completed,1.5,2.63,1.56,2.57,1.56,2.63,1.52,2.53,28,1.4226077750621724,0.29494845457498786,2.4759711353079132,0.2529640998588684,0,0,1.4226077750621724,2.4759711353079132,0.29494845457498786,0.2529640998588684,0.0033552201428745693,0.0033552201428745684,Mannarino A.,FALSE,Mannarino A.,FALSE,Rinderknech A.,TRUE,-0.03294861604342682
48,Montreal,Canadian Open,2024-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Kokkinakis T.,Monfils G.,81,34,697,1315,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.84,2.05,1.84,2.12,1.78,2.04,18,2.233789671531831,0.3091273990980223,2.6023368713993,0.3087249074378344,0,0,2.233789671531831,2.6023368713993,0.3091273990980223,0.3087249074378344,0.19945366035305506,0.19945366035305506,Monfils G.,FALSE,Monfils G.,FALSE,Kokkinakis T.,TRUE,-0.03294861604342682
